Latitude,Longitude,Altitude,Time,HCP0.32f10000h0,HCP0.32f10000h0_inph,HCP0.72f10000h0,HCP0.72f10000h0_inph,HCP1.18f10000h0,HCP1.18f10000h0_inph,Inv.Cond.1[mS/m],Inv.Cond.2[mS/m],Inv.Thick[m],Inv.RMS[%],Note
5332.557047N,00255.850883W,21.05,11:18:07.33,0.27,2.55,2.68,2.77,5.68,3.09,-1,-1,-1,-1,
5332.557047N,00255.850883W,21.05,11:18:07.86,0.05,2.57,2.88,2.79,5.49,3.09,-1,-1,-1,-1,
5332.556720N,00255.849599W,20.88,11:18:08.30,-0.12,2.56,2.47,2.79,5.16,3.09,-1,-1,-1,-1,
5332.556720N,00255.849599W,20.88,11:18:08.83,-0.34,2.58,2.43,2.79,5.12,3.1,-1,-1,-1,-1,
5332.556378N,00255.848282W,20.87,11:18:09.36,-0.45,2.59,2.24,2.82,4.77,3.11,-1,-1,-1,-1,
5332.556378N,00255.848282W,20.87,11:18:09.80,-0.05,2.56,2.67,2.8,5.37,3.1,-1,-1,-1,-1,
5332.556027N,00255.847114W,20.77,11:18:10.33,0.42,2.55,3.25,2.77,5.96,3.07,-1,-1,-1,-1,
5332.556027N,00255.847114W,20.77,11:18:10.85,0.01,2.58,2.92,2.79,5.6,3.1,-1,-1,-1,-1,
5332.555682N,00255.845851W,20.64,11:18:11.31,-0.22,2.59,2.9,2.81,5.68,3.1,-1,-1,-1,-1,
5332.555682N,00255.845851W,20.64,11:18:11.83,0.28,2.57,3.14,2.78,5.83,3.1,-1,-1,-1,-1,
5332.555258N,00255.844526W,20.36,11:18:12.35,0.15,2.58,3.1,2.8,5.73,3.09,-1,-1,-1,-1,
5332.555258N,00255.844526W,20.36,11:18:12.81,0.4,2.55,2.95,2.78,5.57,3.11,-1,-1,-1,-1,
5332.554860N,00255.843323W,20.53,11:18:13.33,0.2,2.56,2.88,2.79,5.58,3.1,-1,-1,-1,-1,
5332.554860N,00255.843323W,20.53,11:18:13.86,-0.02,2.58,2.69,2.81,5.49,3.11,-1,-1,-1,-1,
5332.554600N,00255.841962W,20.75,11:18:14.31,0,2.57,2.85,2.8,5.25,3.12,-1,-1,-1,-1,
5332.554600N,00255.841962W,20.75,11:18:14.83,-0.23,2.58,2.31,2.81,5.12,3.12,-1,-1,-1,-1,
5332.554278N,00255.840601W,20.82,11:18:15.36,-0.1,2.57,2.48,2.8,5.17,3.11,-1,-1,-1,-1,
5332.554278N,00255.840601W,20.82,11:18:15.81,-0.26,2.57,2.49,2.79,5.11,3.11,-1,-1,-1,-1,
5332.553884N,00255.839233W,20.76,11:18:16.33,-0.03,2.57,2.49,2.8,5.11,3.12,-1,-1,-1,-1,
5332.553884N,00255.839233W,20.76,11:18:16.85,-0.29,2.57,2.28,2.81,5.12,3.12,-1,-1,-1,-1,
5332.553538N,00255.838094W,20.82,11:18:17.31,0.05,2.57,2.5,2.78,5.26,3.11,-1,-1,-1,-1,
5332.553538N,00255.838094W,20.82,11:18:17.83,-0.4,2.59,2.3,2.81,5.2,3.1,-1,-1,-1,-1,
5332.553324N,00255.836828W,20.91,11:18:18.35,-0.28,2.59,2.33,2.81,5.25,3.1,-1,-1,-1,-1,
5332.553324N,00255.836828W,20.91,11:18:18.81,-0.25,2.59,2.55,2.8,5.33,3.08,-1,-1,-1,-1,
5332.553150N,00255.835479W,20.85,11:18:19.33,0.24,2.56,2.72,2.78,5.45,3.09,-1,-1,-1,-1,
5332.553150N,00255.835479W,20.85,11:18:19.86,0,2.59,2.71,2.81,5.28,3.11,-1,-1,-1,-1,
5332.552832N,00255.834087W,20.79,11:18:20.30,-0.22,2.59,2.31,2.8,5.26,3.1,-1,-1,-1,-1,
5332.552832N,00255.834087W,20.79,11:18:20.83,-0.23,2.59,2.42,2.8,5.13,3.11,-1,-1,-1,-1,
5332.552595N,00255.832628W,20.82,11:18:21.36,-0.27,2.58,2.28,2.82,5.12,3.12,-1,-1,-1,-1,
5332.552595N,00255.832628W,20.82,11:18:21.80,-0.54,2.59,2.41,2.81,5.08,3.11,-1,-1,-1,-1,
5332.552269N,00255.831277W,21.01,11:18:22.33,-0.36,2.58,2.21,2.82,5,3.12,-1,-1,-1,-1,
5332.552269N,00255.831277W,21.01,11:18:22.86,-0.06,2.57,2.41,2.79,5.12,3.12,-1,-1,-1,-1,
5332.552023N,00255.829981W,21.09,11:18:23.31,-0.12,2.58,2.49,2.8,5.12,3.13,-1,-1,-1,-1,
5332.552023N,00255.829981W,21.09,11:18:23.83,-0.43,2.59,2.27,2.82,4.93,3.13,-1,-1,-1,-1,
5332.551705N,00255.828755W,21.17,11:18:24.28,-0.38,2.57,2.32,2.8,4.91,3.08,-1,-1,-1,-1,
5332.551705N,00255.828755W,21.17,11:18:24.81,0.01,2.55,2.47,2.77,5.33,3.1,-1,-1,-1,-1,
5332.551546N,00255.827379W,21.3,11:18:25.34,-0.03,2.55,2.53,2.77,5.35,3.09,-1,-1,-1,-1,
5332.551546N,00255.827379W,21.3,11:18:25.86,-0.34,2.58,2.19,2.8,5.01,3.11,-1,-1,-1,-1,
5332.551335N,00255.825934W,21.44,11:18:26.31,0.02,2.56,2.47,2.8,5.11,3.1,-1,-1,-1,-1,
5332.551335N,00255.825934W,21.44,11:18:26.83,-0.29,2.57,2.27,2.78,5.03,3.1,-1,-1,-1,-1,
5332.551112N,00255.824464W,21.39,11:18:27.28,-0.5,2.59,2.33,2.81,4.87,3.11,-1,-1,-1,-1,
5332.551112N,00255.824464W,21.39,11:18:27.80,-0.36,2.58,2.28,2.8,4.99,3.1,-1,-1,-1,-1,
5332.550700N,00255.823260W,21.4,11:18:28.33,-0.41,2.57,2.17,2.8,4.8,3.11,-1,-1,-1,-1,
5332.550700N,00255.823260W,21.4,11:18:28.78,-0.53,2.59,1.96,2.81,4.94,3.11,-1,-1,-1,-1,
5332.550434N,00255.821972W,21.35,11:18:29.30,-0.35,2.57,2.02,2.8,4.85,3.12,-1,-1,-1,-1,
5332.550434N,00255.821972W,21.35,11:18:29.83,-0.49,2.58,2.15,2.8,4.82,3.1,-1,-1,-1,-1,
5332.550077N,00255.820741W,21.33,11:18:30.28,-0.31,2.57,2.11,2.79,4.89,3.11,-1,-1,-1,-1,
5332.550077N,00255.820741W,21.33,11:18:30.80,-0.08,2.57,2.07,2.81,5.01,3.12,-1,-1,-1,-1,
5332.549626N,00255.819462W,21.23,11:18:31.33,-0.35,2.58,1.96,2.81,4.78,3.13,-1,-1,-1,-1,
5332.549626N,00255.819462W,21.23,11:18:31.78,-0.67,2.58,2.02,2.8,4.59,3.09,-1,-1,-1,-1,
5332.549096N,00255.818164W,21.09,11:18:32.30,-0.43,2.56,2.01,2.78,4.65,3.11,-1,-1,-1,-1,
5332.549096N,00255.818164W,21.09,11:18:32.83,-0.5,2.58,1.86,2.81,4.38,3.11,-1,-1,-1,-1,
5332.548672N,00255.816938W,21.24,11:18:33.28,-0.52,2.58,1.74,2.81,4.2,3.12,-1,-1,-1,-1,
5332.548672N,00255.816938W,21.24,11:18:33.80,-0.6,2.58,1.76,2.8,4.19,3.1,-1,-1,-1,-1,
5332.548408N,00255.815775W,21.38,11:18:34.33,-0.85,2.58,1.57,2.82,4.03,3.12,-1,-1,-1,-1,
5332.548408N,00255.815775W,21.38,11:18:34.78,-0.35,2.57,1.91,2.8,4.52,3.12,-1,-1,-1,-1,
5332.548196N,00255.814593W,21.5,11:18:35.30,-0.65,2.59,2.09,2.8,4.77,3.1,-1,-1,-1,-1,
5332.548196N,00255.814593W,21.5,11:18:35.83,-0.51,2.57,1.82,2.8,4.53,3.12,-1,-1,-1,-1,
5332.547886N,00255.813359W,21.68,11:18:36.28,-0.66,2.58,1.75,2.8,4.39,3.11,-1,-1,-1,-1,
5332.547886N,00255.813359W,21.68,11:18:36.80,-0.71,2.58,1.87,2.8,4.33,3.12,-1,-1,-1,-1,
5332.547508N,00255.812073W,21.62,11:18:37.33,-0.19,2.58,1.88,2.82,4.4,3.11,-1,-1,-1,-1,
5332.547508N,00255.812073W,21.62,11:18:37.78,0.4,2.56,2.2,2.79,4.89,3.1,-1,-1,-1,-1,
5332.547440N,00255.810715W,21.65,11:18:38.31,-0.33,2.58,2.3,2.79,5.15,3.09,-1,-1,-1,-1,
5332.547440N,00255.810715W,21.65,11:18:38.83,-1.07,2.59,2.04,2.81,4.79,3.1,-1,-1,-1,-1,
5332.547236N,00255.809411W,21.61,11:18:39.28,-0.4,2.57,2.11,2.8,4.69,3.12,-1,-1,-1,-1,
5332.547236N,00255.809411W,21.61,11:18:39.81,-1.25,2.58,1.85,2.8,4.81,3.11,-1,-1,-1,-1,
5332.547009N,00255.808119W,21.76,11:18:40.33,-0.33,2.58,2.17,2.8,5.36,3.04,-1,-1,-1,-1,
5332.547009N,00255.808119W,21.76,11:18:40.78,6.55,2.51,4.98,2.69,5.47,3.05,6.84,1.28,0.7,10.6,
5332.546727N,00255.806731W,21.64,11:18:41.31,1.14,2.57,2.97,2.78,5.06,3.1,0.08,45.12,2,9.8,
5332.546727N,00255.806731W,21.64,11:18:41.83,-0.62,2.58,1.91,2.81,4.68,3.13,-1,-1,-1,-1,
5332.546387N,00255.805480W,21.67,11:18:42.28,-0.44,2.59,1.96,2.83,4.73,3.13,-1,-1,-1,-1,
5332.546387N,00255.805480W,21.67,11:18:42.81,0.22,2.56,2.72,2.8,5.22,3.1,-1,-1,-1,-1,
5332.546221N,00255.804100W,21.37,11:18:43.33,0.24,2.57,2.78,2.78,5.69,3.09,-1,-1,-1,-1,
5332.546221N,00255.804100W,21.37,11:18:43.78,0.13,2.57,2.84,2.79,5.79,3.09,-1,-1,-1,-1,
5332.545892N,00255.802826W,21.34,11:18:44.31,-0.08,2.57,2.68,2.78,5.7,3.07,-1,-1,-1,-1,
5332.545892N,00255.802826W,21.34,11:18:44.83,0.48,2.57,3.13,2.78,6.1,3.1,-1,-1,-1,-1,
5332.545521N,00255.801520W,21.08,11:18:45.28,-0.02,2.56,3.12,2.8,6.13,3.11,-1,-1,-1,-1,
5332.545521N,00255.801520W,21.08,11:18:45.81,-0.15,2.6,2.76,2.82,5.79,3.13,-1,-1,-1,-1,
5332.545148N,00255.800352W,21.27,11:18:46.33,-0.12,2.6,2.71,2.83,5.75,3.1,-1,-1,-1,-1,
5332.545148N,00255.800352W,21.27,11:18:46.78,0.65,2.56,3.32,2.8,5.97,3.1,-1,-1,-1,-1,
5332.544777N,00255.799214W,21.13,11:18:47.31,0.01,2.59,3.04,2.81,5.98,3.11,-1,-1,-1,-1,
5332.544777N,00255.799214W,21.13,11:18:47.83,0.19,2.58,3.54,2.77,6.63,3.04,-1,-1,-1,-1,
5332.544432N,00255.797940W,21.28,11:18:48.28,2.14,2.57,4.03,2.77,5.96,3.08,0.5,14.7,0.6,3.9,
5332.544432N,00255.797940W,21.28,11:18:48.81,-0.07,2.57,2.77,2.8,5.77,3.11,-1,-1,-1,-1,
5332.544087N,00255.796768W,21.29,11:18:49.33,0.28,2.54,2.91,2.77,5.57,3.09,-1,-1,-1,-1,
5332.544087N,00255.796768W,21.29,11:18:49.78,-0.31,2.59,2.36,2.83,5.27,3.13,-1,-1,-1,-1,
5332.543754N,00255.795534W,21.33,11:18:50.30,-0.2,2.57,2.52,2.8,5.31,3.11,-1,-1,-1,-1,
5332.543754N,00255.795534W,21.33,11:18:50.83,-0.44,2.6,2.32,2.83,5.09,3.12,-1,-1,-1,-1,
5332.543428N,00255.794413W,21.34,11:18:51.28,-0.39,2.58,2.28,2.81,5.39,3.12,-1,-1,-1,-1,
5332.543428N,00255.794413W,21.34,11:18:51.80,-0.35,2.59,2.53,2.83,5.46,3.13,-1,-1,-1,-1,
5332.543133N,00255.793087W,21.33,11:18:52.33,-0.03,2.58,2.79,2.82,5.84,3.14,-1,-1,-1,-1,
5332.543133N,00255.793087W,21.33,11:18:52.78,0.17,2.58,3.09,2.82,6.08,3.12,-1,-1,-1,-1,
5332.542846N,00255.791606W,21.62,11:18:53.30,0.35,2.57,3.03,2.78,6.28,3.09,-1,-1,-1,-1,
5332.542846N,00255.791606W,21.62,11:18:53.83,0.02,2.59,3.09,2.79,6.16,3.08,-1,-1,-1,-1,
5332.542530N,00255.790327W,21.63,11:18:54.28,-0.07,2.58,2.78,2.8,5.94,3.1,-1,-1,-1,-1,
5332.542530N,00255.790327W,21.63,11:18:54.80,0.11,2.58,2.77,2.8,5.85,3.1,-1,-1,-1,-1,
5332.542322N,00255.789079W,21.62,11:18:55.26,0.08,2.57,2.99,2.78,6.09,3.08,-1,-1,-1,-1,
5332.542322N,00255.789079W,21.62,11:18:55.78,0.41,2.55,3.16,2.78,6.21,3.08,-1,-1,-1,-1,
5332.542096N,00255.787848W,21.79,11:18:56.31,0.38,2.56,3.51,2.78,6.55,3.08,-1,-1,-1,-1,
5332.542096N,00255.787848W,21.79,11:18:56.76,0.91,2.54,3.69,2.76,6.8,3.08,0.11,58.14,2,31.5,
5332.541750N,00255.786691W,21.65,11:18:57.28,0.3,2.58,3.67,2.79,6.72,3.09,-1,-1,-1,-1,
5332.541750N,00255.786691W,21.65,11:18:57.81,0.18,2.58,3.38,2.8,6.26,3.09,-1,-1,-1,-1,
5332.541410N,00255.785513W,21.73,11:18:58.26,0.51,2.56,3.43,2.79,6.18,3.09,-1,-1,-1,-1,
5332.541410N,00255.785513W,21.73,11:18:58.78,0.89,2.55,3.13,2.79,6.22,3.09,0,64.79,2.3,26.4,
5332.541082N,00255.784335W,21.54,11:18:59.31,0.56,2.57,3.43,2.77,6.36,3.07,-1,-1,-1,-1,
5332.541082N,00255.784335W,21.54,11:18:59.76,0.07,2.57,3.32,2.78,6.29,3.08,-1,-1,-1,-1,
5332.540811N,00255.783075W,21.41,11:19:00.28,0.2,2.56,3.11,2.77,6.27,3.07,-1,-1,-1,-1,
5332.540811N,00255.783075W,21.41,11:19:00.81,0.19,2.55,3.22,2.76,6.29,3.07,-1,-1,-1,-1,
5332.540461N,00255.781777W,21.31,11:19:01.26,0.33,2.56,3.27,2.75,6.49,3.08,-1,-1,-1,-1,
5332.540461N,00255.781777W,21.31,11:19:01.78,-0.02,2.58,3.15,2.78,6.25,3.1,-1,-1,-1,-1,
5332.540103N,00255.780510W,21.2,11:19:02.31,0.68,2.54,3.38,2.76,6.29,3.08,-1,-1,-1,-1,
5332.540103N,00255.780510W,21.2,11:19:02.75,0.5,2.54,3.28,2.76,6.09,3.11,-1,-1,-1,-1,
5332.539764N,00255.779216W,21.16,11:19:03.28,0.61,2.52,2.96,2.75,6.03,3.07,-1,-1,-1,-1,
5332.539764N,00255.779216W,21.16,11:19:03.81,0.43,2.52,3.25,2.75,5.92,3.08,-1,-1,-1,-1,
5332.539446N,00255.777865W,21.35,11:19:04.26,0.05,2.57,2.56,2.8,5.56,3.1,-1,-1,-1,-1,
5332.539446N,00255.777865W,21.35,11:19:04.78,0.32,2.55,3,2.76,5.87,3.08,-1,-1,-1,-1,
5332.539250N,00255.776594W,21.39,11:19:05.30,0.07,2.57,2.79,2.79,5.83,3.11,-1,-1,-1,-1,
5332.539250N,00255.776594W,21.39,11:19:05.75,0.1,2.57,2.81,2.77,5.83,3.1,-1,-1,-1,-1,
5332.539024N,00255.775385W,21.31,11:19:06.28,0.23,2.56,3.09,2.78,6.06,3.08,-1,-1,-1,-1,
5332.539024N,00255.775385W,21.31,11:19:06.81,0.59,2.54,3.2,2.74,6.34,3.07,-1,-1,-1,-1,
5332.538734N,00255.773964W,21.46,11:19:07.26,0.01,2.56,3.18,2.77,6.09,3.09,-1,-1,-1,-1,
5332.538734N,00255.773964W,21.46,11:19:07.78,0.34,2.56,3.06,2.77,5.99,3.08,-1,-1,-1,-1,
5332.538316N,00255.772810W,21.49,11:19:08.31,0.63,2.55,3.32,2.75,6.11,3.09,-1,-1,-1,-1,
5332.538316N,00255.772810W,21.49,11:19:08.76,0.32,2.55,3.07,2.76,6.04,3.09,-1,-1,-1,-1,
5332.537949N,00255.771482W,21.54,11:19:09.28,0.05,2.59,3.07,2.8,6.13,3.1,-1,-1,-1,-1,
5332.537949N,00255.771482W,21.54,11:19:09.81,0.27,2.57,3.11,2.79,6.04,3.1,-1,-1,-1,-1,
5332.537582N,00255.770172W,21.54,11:19:10.25,0,2.59,2.94,2.79,5.88,3.09,-1,-1,-1,-1,
5332.537582N,00255.770172W,21.54,11:19:10.78,-0.27,2.59,2.65,2.81,5.63,3.11,-1,-1,-1,-1,
5332.537261N,00255.768971W,21.56,11:19:11.31,0.19,2.56,2.87,2.78,5.67,3.09,-1,-1,-1,-1,
5332.537261N,00255.768971W,21.56,11:19:11.76,-0.13,2.58,2.65,2.79,5.53,3.09,-1,-1,-1,-1,
5332.537028N,00255.767633W,21.57,11:19:12.28,0.25,2.55,2.9,2.77,5.9,3.09,-1,-1,-1,-1,
5332.537028N,00255.767633W,21.57,11:19:12.80,-0.05,2.58,3.09,2.8,6.08,3.1,-1,-1,-1,-1,
5332.536746N,00255.766229W,21.6,11:19:13.26,0.04,2.59,2.96,2.8,6.06,3.1,-1,-1,-1,-1,
5332.536746N,00255.766229W,21.6,11:19:13.78,-0.22,2.58,3.04,2.8,5.96,3.11,-1,-1,-1,-1,
5332.536422N,00255.764917W,21.35,11:19:14.31,0.17,2.57,2.98,2.78,5.85,3.09,-1,-1,-1,-1,
5332.536422N,00255.764917W,21.35,11:19:14.76,-0.35,2.59,2.77,2.81,5.71,3.11,-1,-1,-1,-1,
5332.536072N,00255.763602W,21.4,11:19:15.28,-0.12,2.57,2.61,2.79,5.61,3.1,-1,-1,-1,-1,
5332.536072N,00255.763602W,21.4,11:19:15.81,0.19,2.56,2.95,2.78,5.86,3.09,-1,-1,-1,-1,
5332.535850N,00255.762154W,21.3,11:19:16.26,-0.04,2.58,2.57,2.79,5.91,3.12,-1,-1,-1,-1,
5332.535850N,00255.762154W,21.3,11:19:16.78,-0.02,2.59,2.89,2.81,5.94,3.11,-1,-1,-1,-1,
5332.535536N,00255.760865W,21.38,11:19:17.31,-0.16,2.58,2.71,2.82,5.85,3.13,-1,-1,-1,-1,
5332.535536N,00255.760865W,21.38,11:19:17.76,0.77,2.56,3.01,2.8,5.92,3.14,0,64.03,2.4,33.3,
5332.535164N,00255.759592W,21.57,11:19:18.28,0.99,2.58,2.92,2.81,6,3.13,0,65.8,2.4,23.2,
5332.535164N,00255.759592W,21.57,11:19:18.81,0.17,2.58,2.98,2.79,6.12,3.1,-1,-1,-1,-1,
5332.534816N,00255.758423W,21.42,11:19:19.26,0.2,2.59,3.28,2.79,6.09,3.11,-1,-1,-1,-1,
5332.534816N,00255.758423W,21.42,11:19:19.78,0.05,2.59,2.94,2.81,5.94,3.09,-1,-1,-1,-1,
5332.534426N,00255.757229W,21.46,11:19:20.30,-0.04,2.57,2.83,2.79,5.82,3.11,-1,-1,-1,-1,
5332.534426N,00255.757229W,21.46,11:19:20.76,0.31,2.55,2.88,2.78,5.98,3.11,-1,-1,-1,-1,
5332.534114N,00255.755884W,21.45,11:19:21.28,-0.11,2.58,2.83,2.81,5.9,3.12,-1,-1,-1,-1,
5332.534114N,00255.755884W,21.45,11:19:21.81,0.05,2.58,2.76,2.78,6.1,3.11,-1,-1,-1,-1,
5332.533900N,00255.754474W,21.63,11:19:22.26,0.14,2.58,2.84,2.81,6.09,3.1,-1,-1,-1,-1,
5332.533900N,00255.754474W,21.63,11:19:22.78,-0.05,2.6,2.73,2.82,5.97,3.14,-1,-1,-1,-1,
5332.533723N,00255.753116W,21.5,11:19:23.31,0,2.6,2.91,2.83,6.07,3.15,-1,-1,-1,-1,
5332.533723N,00255.753116W,21.5,11:19:23.76,-0.09,2.59,2.83,2.82,6.09,3.13,-1,-1,-1,-1,
5332.533315N,00255.751814W,21.4,11:19:24.28,0.04,2.57,2.94,2.8,5.8,3.12,-1,-1,-1,-1,
5332.533315N,00255.751814W,21.4,11:19:24.81,-0.24,2.59,2.67,2.81,5.7,3.14,-1,-1,-1,-1,
5332.533011N,00255.750543W,21.65,11:19:25.26,-0.09,2.58,2.54,2.8,5.62,3.1,-1,-1,-1,-1,
5332.533011N,00255.750543W,21.65,11:19:25.78,-0.2,2.59,2.63,2.81,5.67,3.13,-1,-1,-1,-1,
5332.532591N,00255.749169W,21.76,11:19:26.23,-0.21,2.59,2.54,2.82,5.62,3.11,-1,-1,-1,-1,
5332.532591N,00255.749169W,21.76,11:19:26.75,-0.34,2.59,2.57,2.81,5.61,3.13,-1,-1,-1,-1,
5332.532203N,00255.747872W,21.78,11:19:27.28,-0.1,2.58,2.68,2.81,5.6,3.12,-1,-1,-1,-1,
5332.532203N,00255.747872W,21.78,11:19:27.73,-0.32,2.59,2.48,2.82,5.39,3.13,-1,-1,-1,-1,
5332.531845N,00255.746500W,21.66,11:19:28.25,-0.08,2.58,2.45,2.81,5.5,3.14,-1,-1,-1,-1,
5332.531845N,00255.746500W,21.66,11:19:28.78,-0.18,2.58,2.59,2.81,5.42,3.13,-1,-1,-1,-1,
5332.531468N,00255.745300W,21.66,11:19:29.23,0.24,2.58,2.36,2.78,5.36,3.11,-1,-1,-1,-1,
5332.531468N,00255.745300W,21.66,11:19:29.76,-0.59,2.6,2.29,2.82,5.14,3.13,-1,-1,-1,-1,
5332.531122N,00255.743924W,21.74,11:19:30.28,-0.73,2.58,2.13,2.81,5.19,3.12,-1,-1,-1,-1,
5332.531122N,00255.743924W,21.74,11:19:30.73,-0.34,2.59,2.22,2.8,5.06,3.1,-1,-1,-1,-1,
5332.530818N,00255.742630W,21.53,11:19:31.26,-1.21,2.59,1.93,2.8,5.03,3.11,-1,-1,-1,-1,
5332.530818N,00255.742630W,21.53,11:19:31.78,-0.53,2.6,1.93,2.8,5.1,3.11,-1,-1,-1,-1,
5332.530527N,00255.741366W,21.42,11:19:32.23,-0.5,2.58,2,2.81,5.15,3.11,-1,-1,-1,-1,
5332.530527N,00255.741366W,21.42,11:19:32.76,0.13,2.57,2.61,2.77,5.52,3.09,-1,-1,-1,-1,
5332.530202N,00255.739939W,21.37,11:19:33.28,-0.42,2.59,2.38,2.8,5.04,3.11,-1,-1,-1,-1,
5332.530202N,00255.739939W,21.37,11:19:33.73,0,2.59,2.27,2.8,5.06,3.13,-1,-1,-1,-1,
5332.529880N,00255.738626W,21.48,11:19:34.26,-0.33,2.59,2.31,2.8,5.22,3.11,-1,-1,-1,-1,
5332.529880N,00255.738626W,21.48,11:19:34.78,-0.18,2.57,2.31,2.78,5.2,3.12,-1,-1,-1,-1,
5332.529612N,00255.737285W,21.57,11:19:35.23,-0.37,2.6,2.3,2.81,5.2,3.12,-1,-1,-1,-1,
5332.529612N,00255.737285W,21.57,11:19:35.76,-0.33,2.59,2.15,2.8,5.42,3.11,-1,-1,-1,-1,
5332.529392N,00255.735925W,21.81,11:19:36.28,-0.34,2.59,2.31,2.8,5.11,3.12,-1,-1,-1,-1,
5332.529392N,00255.735925W,21.81,11:19:36.73,-0.27,2.59,2.28,2.81,5.34,3.12,-1,-1,-1,-1,
5332.529088N,00255.734544W,21.85,11:19:37.26,0.12,2.59,2.51,2.8,5.42,3.11,-1,-1,-1,-1,
5332.529088N,00255.734544W,21.85,11:19:37.78,-0.21,2.59,2.34,2.81,5.07,3.13,-1,-1,-1,-1,
5332.528706N,00255.733149W,21.81,11:19:38.23,-0.34,2.59,2.19,2.81,4.99,3.13,-1,-1,-1,-1,
5332.528706N,00255.733149W,21.81,11:19:38.76,-0.34,2.58,2.2,2.79,4.88,3.1,-1,-1,-1,-1,
5332.528350N,00255.731843W,22,11:19:39.28,-0.38,2.59,2.03,2.8,4.79,3.12,-1,-1,-1,-1,
5332.528350N,00255.731843W,22,11:19:39.73,-0.56,2.58,2.06,2.82,4.87,3.15,-1,-1,-1,-1,
5332.528050N,00255.730569W,21.95,11:19:40.26,-0.33,2.58,2.01,2.79,5.14,3.09,-1,-1,-1,-1,
5332.528050N,00255.730569W,21.95,11:19:40.78,-0.8,2.59,1.98,2.79,4.95,3.12,-1,-1,-1,-1,
5332.527768N,00255.729238W,22.05,11:19:41.23,-0.2,2.57,1.9,2.79,4.97,3.12,-1,-1,-1,-1,
5332.527768N,00255.729238W,22.05,11:19:41.76,-0.42,2.57,2.36,2.79,5.04,3.12,-1,-1,-1,-1,
5332.527401N,00255.728003W,22.14,11:19:42.28,-0.61,2.56,1.93,2.77,5.01,3.12,-1,-1,-1,-1,
5332.527401N,00255.728003W,22.14,11:19:42.73,-0.19,2.57,2.22,2.79,5.01,3.11,-1,-1,-1,-1,
5332.527038N,00255.726708W,22.01,11:19:43.26,-0.33,2.58,2.16,2.8,5.11,3.12,-1,-1,-1,-1,
5332.527038N,00255.726708W,22.01,11:19:43.78,0.09,2.55,2.22,2.77,5,3.12,-1,-1,-1,-1,
5332.526676N,00255.725428W,22.03,11:19:44.23,-1.08,2.6,1.94,2.81,5,3.14,-1,-1,-1,-1,
5332.526676N,00255.725428W,22.03,11:19:44.76,-0.11,2.57,2.44,2.79,5.27,3.11,-1,-1,-1,-1,
5332.526346N,00255.724124W,22.1,11:19:45.28,-0.18,2.57,2.55,2.77,5.44,3.1,-1,-1,-1,-1,
5332.526346N,00255.724124W,22.1,11:19:45.73,0.29,2.57,2.52,2.77,5.51,3.11,-1,-1,-1,-1,
5332.526034N,00255.722954W,22.28,11:19:46.25,-0.22,2.57,2.4,2.79,5.43,3.12,-1,-1,-1,-1,
5332.526034N,00255.722954W,22.28,11:19:46.78,-0.04,2.56,2.06,2.77,5.48,3.12,-1,-1,-1,-1,
5332.525771N,00255.721673W,22.18,11:19:47.23,-0.06,2.56,2.69,2.77,5.49,3.1,-1,-1,-1,-1,
5332.525771N,00255.721673W,22.18,11:19:47.76,0.11,2.57,2.44,2.78,5.35,3.11,-1,-1,-1,-1,
5332.525461N,00255.720283W,22.15,11:19:48.28,-0.34,2.6,2.18,2.81,5.33,3.12,-1,-1,-1,-1,
5332.525461N,00255.720283W,22.15,11:19:48.73,-0.86,2.58,2.13,2.79,5.45,3.11,-1,-1,-1,-1,
5332.525204N,00255.718868W,22.27,11:19:49.26,-0.13,2.58,2.33,2.79,5.42,3.11,-1,-1,-1,-1,
5332.525204N,00255.718868W,22.27,11:19:49.78,-0.62,2.59,2.41,2.79,5.4,3.1,-1,-1,-1,-1,
5332.524821N,00255.717634W,22.05,11:19:50.23,-0.15,2.59,2.37,2.8,5.49,3.1,-1,-1,-1,-1,
5332.524821N,00255.717634W,22.05,11:19:50.75,-0.26,2.58,2.54,2.8,5.79,3.11,-1,-1,-1,-1,
5332.524485N,00255.716236W,22.06,11:19:51.28,-0.08,2.59,2.64,2.78,5.69,3.1,-1,-1,-1,-1,
5332.524485N,00255.716236W,22.06,11:19:51.73,-0.39,2.57,2.66,2.79,5.73,3.17,-1,-1,-1,-1,
5332.524205N,00255.715022W,22.22,11:19:52.26,0.06,2.57,2.63,2.78,5.74,3.09,-1,-1,-1,-1,
5332.524205N,00255.715022W,22.22,11:19:52.78,0.19,2.57,3.05,2.78,6.38,3.13,-1,-1,-1,-1,
5332.523915N,00255.713653W,22.4,11:19:53.23,-0.13,2.59,2.56,2.78,5.73,3.1,-1,-1,-1,-1,
5332.523915N,00255.713653W,22.4,11:19:53.75,0.27,2.58,2.93,2.77,5.85,3.09,-1,-1,-1,-1,
5332.523633N,00255.712363W,22.23,11:19:54.28,-0.17,2.59,2.56,2.79,5.71,3.12,-1,-1,-1,-1,
5332.523633N,00255.712363W,22.23,11:19:54.73,-0.13,2.58,2.58,2.78,5.49,3.12,-1,-1,-1,-1,
5332.523300N,00255.711162W,22.37,11:19:55.26,-0.06,2.58,2.59,2.8,5.59,3.12,-1,-1,-1,-1,
