Latitude,Longitude,Altitude,Time,HCP0.32f10000h0,HCP0.32f10000h0_inph,HCP0.72f10000h0,HCP0.72f10000h0_inph,HCP1.18f10000h0,HCP1.18f10000h0_inph,Inv.Cond.1[mS/m],Inv.Cond.2[mS/m],Inv.Thick[m],Inv.RMS[%],Note
5332.522577N,00255.864067W,23.04,10:52:23.60,-0.91,2.5,1.85,2.57,4.63,2.94,-1,-1,-1,-1,
5332.522782N,00255.865376W,22.95,10:52:24.12,-0.57,2.5,2.08,2.58,4.83,2.97,-1,-1,-1,-1,
5332.522782N,00255.865376W,22.95,10:52:24.57,-0.81,2.51,1.89,2.59,4.61,2.96,-1,-1,-1,-1,
5332.522874N,00255.866709W,23.01,10:52:25.10,-0.97,2.53,1.72,2.6,4.6,2.97,-1,-1,-1,-1,
5332.522874N,00255.866709W,23.01,10:52:25.62,-0.94,2.51,1.82,2.58,4.51,2.96,-1,-1,-1,-1,
5332.523005N,00255.868052W,23,10:52:26.07,-0.93,2.51,1.79,2.57,4.67,2.96,-1,-1,-1,-1,
5332.523005N,00255.868052W,23,10:52:26.60,-1.05,2.53,1.75,2.6,4.53,2.95,-1,-1,-1,-1,
5332.523244N,00255.869312W,22.94,10:52:27.12,-1.08,2.53,1.66,2.6,4.21,2.96,-1,-1,-1,-1,
5332.523244N,00255.869312W,22.94,10:52:27.57,-1.26,2.53,1.61,2.6,4.25,2.95,-1,-1,-1,-1,
5332.523494N,00255.870711W,22.84,10:52:28.09,-1.3,2.53,1.46,2.61,4.35,2.95,-1,-1,-1,-1,
5332.523494N,00255.870711W,22.84,10:52:28.61,-1.57,2.56,1.27,2.64,4.17,2.93,-1,-1,-1,-1,
5332.523781N,00255.871896W,22.79,10:52:29.06,-1.35,2.52,1.47,2.61,4.2,2.98,-1,-1,-1,-1,
5332.523781N,00255.871896W,22.79,10:52:29.59,-1.2,2.54,1.52,2.63,4.01,2.98,-1,-1,-1,-1,
5332.523893N,00255.873001W,22.7,10:52:30.11,-0.96,2.51,1.66,2.6,4.31,2.97,-1,-1,-1,-1,
5332.523893N,00255.873001W,22.7,10:52:30.56,-1,2.51,1.82,2.59,4.46,2.97,-1,-1,-1,-1,
5332.524119N,00255.874198W,22.75,10:52:31.09,-1.11,2.52,1.51,2.59,4.29,2.95,-1,-1,-1,-1,
5332.524119N,00255.874198W,22.75,10:52:31.61,-1.27,2.53,1.27,2.6,4.33,2.96,-1,-1,-1,-1,
5332.524518N,00255.875146W,22.8,10:52:32.06,-1.36,2.55,1.37,2.64,4.3,2.97,-1,-1,-1,-1,
5332.524518N,00255.875146W,22.8,10:52:32.59,-1.34,2.54,1.4,2.63,4.07,2.98,-1,-1,-1,-1,
5332.525184N,00255.875890W,22.81,10:52:33.04,-1.22,2.54,1.46,2.64,4.13,3,-1,-1,-1,-1,
5332.525184N,00255.875890W,22.81,10:52:33.57,-1.25,2.54,1.47,2.63,4.27,2.97,-1,-1,-1,-1,
5332.526063N,00255.876214W,22.86,10:52:34.10,-1.06,2.53,1.68,2.61,4.14,2.99,-1,-1,-1,-1,
5332.526063N,00255.876214W,22.86,10:52:34.63,-0.03,2.52,1.42,2.6,4.2,2.94,-1,-1,-1,-1,
5332.526858N,00255.876174W,22.85,10:52:35.07,-0.87,2.52,1.79,2.58,4.36,2.93,-1,-1,-1,-1,
5332.526858N,00255.876174W,22.85,10:52:35.60,-1.09,2.52,1.57,2.6,4.48,2.94,-1,-1,-1,-1,
5332.527655N,00255.875912W,22.69,10:52:36.04,-1.03,2.54,1.63,2.6,4.46,2.96,-1,-1,-1,-1,
5332.527655N,00255.875912W,22.69,10:52:36.57,-1.15,2.53,1.72,2.59,4.42,2.94,-1,-1,-1,-1,
5332.528408N,00255.875503W,22.78,10:52:37.10,-0.96,2.52,1.61,2.59,4.29,2.95,-1,-1,-1,-1,
5332.528408N,00255.875503W,22.78,10:52:37.55,-1.14,2.54,1.57,2.62,4.33,2.93,-1,-1,-1,-1,
5332.529065N,00255.874888W,22.72,10:52:38.07,-0.81,2.51,1.82,2.57,4.52,2.94,-1,-1,-1,-1,
5332.529065N,00255.874888W,22.72,10:52:38.59,-0.81,2.5,1.93,2.57,4.32,2.95,-1,-1,-1,-1,
5332.529649N,00255.874279W,22.57,10:52:39.04,-1.45,2.54,1.47,2.61,4.24,2.95,-1,-1,-1,-1,
5332.529649N,00255.874279W,22.57,10:52:39.56,-1.03,2.54,1.63,2.61,4.3,2.96,-1,-1,-1,-1,
5332.530292N,00255.873777W,22.36,10:52:40.10,-1.4,2.53,1.72,2.61,4.5,2.95,-1,-1,-1,-1,
5332.530292N,00255.873777W,22.36,10:52:40.55,-1,2.53,1.75,2.59,4.59,2.94,-1,-1,-1,-1,
5332.530975N,00255.873231W,22.47,10:52:41.07,-1.25,2.53,1.83,2.61,4.61,2.95,-1,-1,-1,-1,
5332.530975N,00255.873231W,22.47,10:52:41.59,-0.83,2.53,1.92,2.59,4.69,2.93,-1,-1,-1,-1,
5332.531661N,00255.872685W,22.52,10:52:42.05,-0.9,2.53,1.98,2.6,4.62,2.95,-1,-1,-1,-1,
5332.531661N,00255.872685W,22.52,10:52:42.57,-0.88,2.53,1.86,2.6,4.77,2.93,-1,-1,-1,-1,
5332.532387N,00255.872253W,22.55,10:52:43.10,-0.81,2.53,2.02,2.59,4.74,2.92,-1,-1,-1,-1,
5332.532387N,00255.872253W,22.55,10:52:43.55,-1.06,2.54,1.7,2.62,4.31,2.98,-1,-1,-1,-1,
5332.532998N,00255.871557W,22.63,10:52:44.06,-1.08,2.54,1.56,2.62,4.22,2.98,-1,-1,-1,-1,
5332.532998N,00255.871557W,22.63,10:52:44.59,-1.99,2.54,1.27,2.64,4.01,2.97,-1,-1,-1,-1,
5332.533399N,00255.870453W,22.61,10:52:45.04,-1.36,2.54,1.34,2.64,4.27,2.97,-1,-1,-1,-1,
5332.533399N,00255.870453W,22.61,10:52:45.56,-1.23,2.54,1.65,2.63,4.42,2.95,-1,-1,-1,-1,
5332.533597N,00255.869067W,22.55,10:52:46.09,-1.15,2.53,1.58,2.6,4.37,2.94,-1,-1,-1,-1,
5332.533597N,00255.869067W,22.55,10:52:46.54,-1.14,2.54,1.62,2.62,4.27,2.97,-1,-1,-1,-1,
5332.533413N,00255.867766W,22.64,10:52:47.07,-1.34,2.53,1.52,2.61,4.3,2.96,-1,-1,-1,-1,
5332.533413N,00255.867766W,22.64,10:52:47.59,-1.08,2.54,1.66,2.61,4.43,2.97,-1,-1,-1,-1,
5332.533036N,00255.866627W,22.62,10:52:48.05,-1.43,2.54,1.69,2.62,4.65,2.96,-1,-1,-1,-1,
5332.533036N,00255.866627W,22.62,10:52:48.58,-0.93,2.54,2.03,2.6,4.89,2.95,-1,-1,-1,-1,
5332.532577N,00255.865491W,22.59,10:52:49.10,-1.32,2.52,2.16,2.58,4.92,2.95,-1,-1,-1,-1,
5332.532577N,00255.865491W,22.59,10:52:49.55,-0.73,2.53,2.07,2.59,4.78,2.96,-1,-1,-1,-1,
5332.532208N,00255.864588W,22.65,10:52:50.07,-1.13,2.55,1.78,2.63,4.74,2.95,-1,-1,-1,-1,
5332.532208N,00255.864588W,22.65,10:52:50.60,-1.06,2.54,1.74,2.62,4.59,2.96,-1,-1,-1,-1,
5332.531831N,00255.863481W,22.81,10:52:51.05,-1.07,2.53,1.97,2.61,4.78,2.93,-1,-1,-1,-1,
5332.531831N,00255.863481W,22.81,10:52:51.58,-1.03,2.53,1.96,2.59,4.79,2.92,-1,-1,-1,-1,
5332.531392N,00255.862386W,22.77,10:52:52.10,-0.88,2.53,2.17,2.59,5.09,2.93,-1,-1,-1,-1,
5332.531392N,00255.862386W,22.77,10:52:52.55,-1.11,2.55,2.04,2.63,5.01,2.94,-1,-1,-1,-1,
5332.530938N,00255.861234W,22.79,10:52:53.08,-0.75,2.54,2.28,2.62,4.99,2.95,-1,-1,-1,-1,
5332.530938N,00255.861234W,22.79,10:52:53.60,-1.29,2.53,2.17,2.6,5.25,2.92,-1,-1,-1,-1,
5332.530495N,00255.860049W,22.64,10:52:54.05,-0.63,2.53,2.28,2.59,5.34,2.94,-1,-1,-1,-1,
5332.530495N,00255.860049W,22.64,10:52:54.58,-0.87,2.53,2.35,2.6,5.37,2.94,-1,-1,-1,-1,
5332.530104N,00255.858824W,22.67,10:52:55.09,-0.6,2.53,2.59,2.59,5.41,2.91,-1,-1,-1,-1,
5332.530104N,00255.858824W,22.67,10:52:55.54,-0.48,2.52,2.62,2.58,5.59,2.95,-1,-1,-1,-1,
5332.529775N,00255.857569W,22.87,10:52:56.08,-0.42,2.52,2.57,2.58,5.76,2.93,-1,-1,-1,-1,
5332.529775N,00255.857569W,22.87,10:52:56.60,-0.35,2.5,2.64,2.55,5.88,2.93,-1,-1,-1,-1,
5332.529429N,00255.856205W,23.06,10:52:57.05,-0.33,2.51,2.71,2.56,6.04,2.92,-1,-1,-1,-1,
5332.529429N,00255.856205W,23.06,10:52:57.58,-0.6,2.53,2.46,2.6,5.51,2.97,-1,-1,-1,-1,
5332.529028N,00255.855115W,22.99,10:52:58.09,-0.88,2.52,2.16,2.59,5.36,2.96,-1,-1,-1,-1,
5332.529028N,00255.855115W,22.99,10:52:58.54,-0.44,2.52,2.74,2.58,5.73,2.94,-1,-1,-1,-1,
5332.528537N,00255.853895W,22.99,10:52:59.07,-0.68,2.53,2.26,2.6,5.19,2.96,-1,-1,-1,-1,
5332.528537N,00255.853895W,22.99,10:52:59.59,-0.77,2.54,2.21,2.62,5.05,2.98,-1,-1,-1,-1,
5332.528015N,00255.852791W,22.83,10:53:00.04,-1.35,2.53,1.96,2.59,4.89,2.94,-1,-1,-1,-1,
5332.528015N,00255.852791W,22.83,10:53:00.56,-0.68,2.52,2.22,2.57,4.86,2.92,-1,-1,-1,-1,
5332.527474N,00255.851610W,22.81,10:53:01.10,0.35,2.48,1.9,2.6,4.97,2.94,-1,-1,-1,-1,
5332.527474N,00255.851610W,22.81,10:53:01.55,0.87,2.49,2.7,2.54,5.1,2.92,0.08,53.55,2.3,19.6,
5332.526886N,00255.850497W,22.9,10:53:02.07,0.6,2.52,3.04,2.58,5.53,2.92,-1,-1,-1,-1,
5332.526886N,00255.850497W,22.9,10:53:02.60,-0.29,2.5,2.58,2.59,5.43,3,-1,-1,-1,-1,
5332.526409N,00255.849386W,23.02,10:53:03.05,-0.48,2.52,2.32,2.61,5.2,2.96,-1,-1,-1,-1,
5332.526409N,00255.849386W,23.02,10:53:03.57,-0.3,2.52,2.39,2.59,5.38,2.96,-1,-1,-1,-1,
5332.525918N,00255.848277W,22.97,10:53:04.10,-0.12,2.48,2.69,2.55,5.38,2.94,-1,-1,-1,-1,
5332.525918N,00255.848277W,22.97,10:53:04.55,-0.37,2.5,2.55,2.56,5.57,2.96,-1,-1,-1,-1,
5332.525484N,00255.847132W,23.08,10:53:05.07,-0.24,2.5,2.59,2.57,5.62,2.95,-1,-1,-1,-1,
5332.525484N,00255.847132W,23.08,10:53:05.60,-0.47,2.49,2.57,2.56,5.75,2.96,-1,-1,-1,-1,
5332.525068N,00255.845938W,23.11,10:53:06.04,-0.52,2.52,2.51,2.59,5.4,2.96,-1,-1,-1,-1,
5332.525068N,00255.845938W,23.11,10:53:06.56,-0.64,2.52,2.53,2.59,5.46,2.95,-1,-1,-1,-1,
5332.524496N,00255.844839W,23.02,10:53:07.02,-0.31,2.51,2.65,2.57,5.34,2.94,-1,-1,-1,-1,
5332.524496N,00255.844839W,23.02,10:53:07.55,-0.74,2.52,2.25,2.59,5.07,2.97,-1,-1,-1,-1,
5332.523988N,00255.843848W,23,10:53:08.07,-0.65,2.5,2.02,2.59,5.01,2.97,-1,-1,-1,-1,
5332.523988N,00255.843848W,23,10:53:08.52,-0.66,2.51,2.16,2.59,4.97,3.01,-1,-1,-1,-1,
5332.523384N,00255.842780W,23.07,10:53:09.04,-0.54,2.49,2.24,2.57,5.14,2.95,-1,-1,-1,-1,
5332.523384N,00255.842780W,23.07,10:53:09.56,-0.66,2.51,2.24,2.58,5.01,2.93,-1,-1,-1,-1,
5332.522753N,00255.841706W,23.05,10:53:10.02,-0.31,2.49,2.31,2.56,4.95,2.94,-1,-1,-1,-1,
5332.522753N,00255.841706W,23.05,10:53:10.54,-0.56,2.49,2.17,2.55,4.81,2.97,-1,-1,-1,-1,
5332.522172N,00255.840677W,23.08,10:53:11.06,-0.92,2.52,1.94,2.63,4.82,2.99,-1,-1,-1,-1,
5332.522172N,00255.840677W,23.08,10:53:11.52,-0.22,2.55,2.31,2.61,4.9,2.96,-1,-1,-1,-1,
5332.521574N,00255.839812W,23.22,10:53:12.04,-0.53,2.49,2.15,2.57,4.97,2.97,-1,-1,-1,-1,
5332.521574N,00255.839812W,23.22,10:53:12.56,-0.3,2.5,2.37,2.57,5.15,2.93,-1,-1,-1,-1,
5332.520986N,00255.838769W,23.17,10:53:13.02,-0.05,2.51,2.16,2.58,4.98,2.93,-1,-1,-1,-1,
5332.520986N,00255.838769W,23.17,10:53:13.54,-0.87,2.54,1.92,2.6,4.88,2.94,-1,-1,-1,-1,
5332.520452N,00255.837725W,23.25,10:53:14.06,-1.08,2.54,1.82,2.61,4.58,2.96,-1,-1,-1,-1,
5332.520452N,00255.837725W,23.25,10:53:14.52,-0.83,2.52,1.74,2.6,4.65,2.93,-1,-1,-1,-1,
5332.520079N,00255.836473W,23.23,10:53:15.04,-0.81,2.5,1.98,2.57,4.58,2.94,-1,-1,-1,-1,
5332.520079N,00255.836473W,23.23,10:53:15.57,-0.94,2.53,1.97,2.6,4.51,2.94,-1,-1,-1,-1,
5332.519953N,00255.835081W,23.2,10:53:16.03,-0.83,2.52,2.02,2.59,4.79,2.95,-1,-1,-1,-1,
5332.519953N,00255.835081W,23.2,10:53:16.55,-0.9,2.52,1.84,2.57,4.92,2.93,-1,-1,-1,-1,
5332.519744N,00255.833801W,23.24,10:53:17.08,-0.83,2.54,2.18,2.58,4.96,2.86,-1,-1,-1,-1,
5332.519744N,00255.833801W,23.24,10:53:17.53,-0.92,2.53,1.97,2.57,4.77,2.92,-1,-1,-1,-1,
5332.519398N,00255.832465W,23.26,10:53:18.05,-0.93,2.53,1.8,2.61,4.51,2.96,-1,-1,-1,-1,
5332.519398N,00255.832465W,23.26,10:53:18.58,-1.19,2.52,1.68,2.59,4.63,2.93,-1,-1,-1,-1,
5332.519038N,00255.831136W,23.38,10:53:19.02,-0.96,2.54,1.89,2.61,4.68,2.94,-1,-1,-1,-1,
5332.519038N,00255.831136W,23.38,10:53:19.55,-1.17,2.53,1.7,2.61,4.53,2.96,-1,-1,-1,-1,
5332.518674N,00255.829900W,23.34,10:53:20.07,-0.98,2.54,1.78,2.62,4.42,2.97,-1,-1,-1,-1,
5332.518674N,00255.829900W,23.34,10:53:20.52,-1.08,2.54,1.71,2.61,4.41,2.94,-1,-1,-1,-1,
5332.518384N,00255.828726W,23.22,10:53:21.05,-0.87,2.53,1.87,2.6,4.62,2.94,-1,-1,-1,-1,
5332.518384N,00255.828726W,23.22,10:53:21.58,-1.36,2.54,1.75,2.62,4.56,2.96,-1,-1,-1,-1,
5332.518140N,00255.827354W,23.17,10:53:22.02,-0.94,2.54,1.78,2.61,4.55,2.95,-1,-1,-1,-1,
5332.518140N,00255.827354W,23.17,10:53:22.55,-1.02,2.54,1.86,2.61,4.53,2.96,-1,-1,-1,-1,
5332.517970N,00255.826084W,23.17,10:53:23.07,-0.97,2.54,1.82,2.62,4.51,2.96,-1,-1,-1,-1,
5332.517970N,00255.826084W,23.17,10:53:23.51,-0.91,2.53,1.98,2.6,4.74,2.95,-1,-1,-1,-1,
5332.517904N,00255.824864W,23.14,10:53:24.05,-1.2,2.54,1.65,2.62,4.47,2.95,-1,-1,-1,-1,
5332.517904N,00255.824864W,23.14,10:53:24.58,-0.93,2.54,1.82,2.61,4.72,2.95,-1,-1,-1,-1,
5332.517845N,00255.823574W,23.27,10:53:25.02,-1.21,2.54,1.69,2.6,4.58,2.94,-1,-1,-1,-1,
5332.517845N,00255.823574W,23.27,10:53:25.54,-0.99,2.53,1.71,2.6,4.68,2.96,-1,-1,-1,-1,
5332.517789N,00255.822228W,23.23,10:53:26.08,-0.81,2.53,2.08,2.6,4.56,2.96,-1,-1,-1,-1,
5332.517789N,00255.822228W,23.23,10:53:26.52,-0.54,2.51,2.25,2.58,4.78,2.95,-1,-1,-1,-1,
5332.517791N,00255.820938W,23.22,10:53:27.04,-0.85,2.53,2.15,2.6,4.89,2.96,-1,-1,-1,-1,
5332.517791N,00255.820938W,23.22,10:53:27.57,-0.91,2.54,1.78,2.6,4.71,2.96,-1,-1,-1,-1,
5332.517743N,00255.819734W,23.28,10:53:28.02,-0.84,2.53,1.96,2.6,4.69,2.95,-1,-1,-1,-1,
5332.517743N,00255.819734W,23.28,10:53:28.54,-0.84,2.52,2,2.6,4.85,2.96,-1,-1,-1,-1,
5332.517530N,00255.818390W,23.34,10:53:29.06,-0.9,2.53,1.91,2.61,4.85,2.97,-1,-1,-1,-1,
5332.517530N,00255.818390W,23.34,10:53:29.52,-1.28,2.53,1.94,2.59,4.96,2.96,-1,-1,-1,-1,
5332.517254N,00255.817071W,23.47,10:53:30.05,-0.7,2.53,2.3,2.58,5.21,2.93,-1,-1,-1,-1,
5332.517254N,00255.817071W,23.47,10:53:30.57,-0.65,2.52,2.25,2.58,5.12,2.94,-1,-1,-1,-1,
5332.516914N,00255.815758W,23.41,10:53:31.03,-0.73,2.53,2.13,2.59,4.97,2.92,-1,-1,-1,-1,
5332.516914N,00255.815758W,23.41,10:53:31.55,-1.25,2.53,1.86,2.59,4.9,2.94,-1,-1,-1,-1,
5332.516584N,00255.814451W,23.37,10:53:32.07,-0.69,2.53,1.78,2.61,4.6,2.98,-1,-1,-1,-1,
5332.516584N,00255.814451W,23.37,10:53:32.53,-0.85,2.51,1.83,2.56,4.56,2.93,-1,-1,-1,-1,
5332.516195N,00255.813137W,23.36,10:53:33.05,-0.97,2.53,1.59,2.59,4.44,2.96,-1,-1,-1,-1,
5332.516195N,00255.813137W,23.36,10:53:33.58,-1.37,2.53,1.6,2.6,4.47,2.95,-1,-1,-1,-1,
5332.515898N,00255.811835W,23.29,10:53:34.03,-1.06,2.53,1.63,2.6,4.75,2.95,-1,-1,-1,-1,
5332.515898N,00255.811835W,23.29,10:53:34.55,-0.63,2.52,1.78,2.59,4.66,2.95,-1,-1,-1,-1,
5332.515457N,00255.810557W,23.31,10:53:35.07,-0.96,2.54,1.63,2.6,4.59,2.96,-1,-1,-1,-1,
5332.515457N,00255.810557W,23.31,10:53:35.52,-1.01,2.53,1.98,2.6,4.69,2.94,-1,-1,-1,-1,
5332.515027N,00255.809324W,23.33,10:53:36.05,-0.87,2.53,1.96,2.57,4.97,2.92,-1,-1,-1,-1,
5332.515027N,00255.809324W,23.33,10:53:36.58,-0.57,2.52,2.29,2.56,4.96,2.92,-1,-1,-1,-1,
5332.514595N,00255.808050W,23.36,10:53:37.02,-0.95,2.52,1.85,2.57,4.73,2.94,-1,-1,-1,-1,
5332.514595N,00255.808050W,23.36,10:53:37.54,-0.82,2.52,1.94,2.59,4.86,2.95,-1,-1,-1,-1,
5332.514595N,00255.808050W,23.36,10:53:37.99,-0.89,2.52,1.67,2.57,4.77,2.93,-1,-1,-1,-1,
5332.514208N,00255.806760W,23.39,10:53:38.51,-0.89,2.53,1.92,2.59,4.83,2.95,-1,-1,-1,-1,
5332.513816N,00255.805602W,23.49,10:53:39.05,-1.08,2.54,1.82,2.58,4.75,2.91,-1,-1,-1,-1,
5332.513816N,00255.805602W,23.49,10:53:39.50,-0.87,2.53,2.06,2.57,4.76,2.9,-1,-1,-1,-1,
5332.513816N,00255.805602W,23.49,10:53:40.02,-1.03,2.51,2.08,2.56,4.69,2.9,-1,-1,-1,-1,
5332.513478N,00255.804417W,23.45,10:53:40.54,0.04,2.42,2.2,2.49,5.21,2.91,-1,-1,-1,-1,
5332.513478N,00255.804417W,23.45,10:53:40.99,0.1,2.44,2.51,2.52,5.07,2.93,-1,-1,-1,-1,
5332.513276N,00255.803628W,23.34,10:53:41.51,-1.08,2.52,2.01,2.55,5.15,2.91,-1,-1,-1,-1,
5332.512933N,00255.802912W,23.32,10:53:42.04,-0.72,2.51,2.09,2.51,5.16,2.96,-1,-1,-1,-1,
5332.512933N,00255.802912W,23.32,10:53:42.49,-0.96,2.52,1.89,2.58,4.68,2.97,-1,-1,-1,-1,
5332.512541N,00255.802165W,23.31,10:53:43.02,-0.82,2.52,1.81,2.59,4.54,2.95,-1,-1,-1,-1,
5332.512541N,00255.802165W,23.31,10:53:43.55,-0.79,2.52,1.84,2.59,4.5,2.95,-1,-1,-1,-1,
5332.512541N,00255.802165W,23.31,10:53:44.00,-1.05,2.51,1.49,2.58,4.31,2.95,-1,-1,-1,-1,
5332.512257N,00255.801118W,23.44,10:53:44.52,-0.84,2.5,1.82,2.55,4.55,2.92,-1,-1,-1,-1,
5332.512195N,00255.799790W,23.53,10:53:45.05,-1.29,2.54,1.48,2.6,4.35,2.93,-1,-1,-1,-1,
5332.512195N,00255.799790W,23.53,10:53:45.50,-0.93,2.51,1.74,2.57,4.5,2.93,-1,-1,-1,-1,
5332.512171N,00255.798485W,23.48,10:53:46.02,-0.54,2.5,1.85,2.55,4.64,2.9,-1,-1,-1,-1,
5332.512171N,00255.798485W,23.48,10:53:46.55,-0.11,2.49,1.85,2.54,4.7,2.89,-1,-1,-1,-1,
5332.512171N,00255.798485W,23.48,10:53:47.00,-0.53,2.51,1.91,2.55,4.63,2.91,-1,-1,-1,-1,
5332.512016N,00255.797197W,23.47,10:53:47.52,-0.6,2.47,1.71,2.54,4.53,2.92,-1,-1,-1,-1,
5332.511803N,00255.795858W,23.46,10:53:48.05,-0.74,2.5,1.82,2.55,4.53,2.9,-1,-1,-1,-1,
5332.511803N,00255.795858W,23.46,10:53:48.50,-1,2.51,1.56,2.56,4.32,2.92,-1,-1,-1,-1,
5332.511624N,00255.794592W,23.54,10:53:49.02,-1.04,2.52,1.52,2.57,4.26,2.93,-1,-1,-1,-1,
5332.511624N,00255.794592W,23.54,10:53:49.55,-1.09,2.52,1.45,2.58,4.39,2.94,-1,-1,-1,-1,
5332.511624N,00255.794592W,23.54,10:53:50.00,-0.77,2.5,1.8,2.54,4.41,2.91,-1,-1,-1,-1,
5332.511386N,00255.793321W,23.42,10:53:50.52,-0.33,2.51,2.19,2.54,4.44,2.93,-1,-1,-1,-1,
5332.511128N,00255.792051W,23.48,10:53:51.04,0.84,2.5,2.56,2.54,4.7,2.91,0.08,42.85,2.1,18.7,
5332.511128N,00255.792051W,23.48,10:53:51.49,0.43,2.49,2.34,2.52,4.73,2.92,-1,-1,-1,-1,
5332.511018N,00255.790724W,23.41,10:53:52.02,-0.13,2.49,1.87,2.53,4.6,2.91,-1,-1,-1,-1,
5332.511018N,00255.790724W,23.41,10:53:52.55,-0.73,2.5,1.87,2.56,4.54,2.92,-1,-1,-1,-1,
5332.511018N,00255.790724W,23.41,10:53:53.00,-0.4,2.48,1.66,2.55,4.39,2.93,-1,-1,-1,-1,
5332.510885N,00255.789441W,23.37,10:53:53.51,-1.02,2.52,1.69,2.58,4.53,2.94,-1,-1,-1,-1,
5332.510718N,00255.788203W,23.46,10:53:54.04,-1.25,2.53,1.45,2.6,4.39,2.94,-1,-1,-1,-1,
5332.510718N,00255.788203W,23.46,10:53:54.49,-0.79,2.5,1.83,2.55,4.46,2.92,-1,-1,-1,-1,
5332.510718N,00255.788203W,23.46,10:53:55.01,-0.78,2.49,1.74,2.56,4.47,2.95,-1,-1,-1,-1,
5332.510353N,00255.786903W,23.46,10:53:55.54,-0.81,2.51,1.64,2.58,4.47,2.96,-1,-1,-1,-1,
5332.510353N,00255.786903W,23.46,10:53:55.99,-0.9,2.5,1.7,2.57,4.43,2.95,-1,-1,-1,-1,
5332.510050N,00255.785564W,23.6,10:53:56.52,-1.02,2.52,1.67,2.59,4.51,2.94,-1,-1,-1,-1,
5332.509710N,00255.784281W,23.55,10:53:57.04,-1.18,2.52,1.79,2.59,4.38,2.94,-1,-1,-1,-1,
5332.509710N,00255.784281W,23.55,10:53:57.49,-0.86,2.52,1.61,2.58,4.37,2.96,-1,-1,-1,-1,
5332.509710N,00255.784281W,23.55,10:53:58.01,-1.02,2.52,1.71,2.58,4.43,2.93,-1,-1,-1,-1,
5332.509443N,00255.783124W,23.45,10:53:58.54,-1.01,2.52,1.76,2.57,4.56,2.93,-1,-1,-1,-1,
5332.509443N,00255.783124W,23.45,10:53:58.99,-0.95,2.53,1.8,2.57,4.68,2.93,-1,-1,-1,-1,
5332.509096N,00255.781880W,23.38,10:53:59.51,-0.86,2.52,1.91,2.57,4.5,2.92,-1,-1,-1,-1,
5332.508922N,00255.780642W,23.41,10:54:00.05,-0.82,2.52,1.93,2.57,4.52,2.93,-1,-1,-1,-1,
5332.508922N,00255.780642W,23.41,10:54:00.50,-0.96,2.52,1.82,2.57,4.68,2.92,-1,-1,-1,-1,
5332.508718N,00255.779410W,23.35,10:54:01.02,-0.88,2.52,1.89,2.57,4.56,2.93,-1,-1,-1,-1,
5332.508718N,00255.779410W,23.35,10:54:01.55,-0.79,2.5,1.92,2.53,4.99,2.9,-1,-1,-1,-1,
5332.508718N,00255.779410W,23.35,10:54:02.00,-0.57,2.5,2.17,2.53,5.04,2.91,-1,-1,-1,-1,
5332.508512N,00255.778108W,23.22,10:54:02.52,-0.86,2.52,1.82,2.57,5.03,2.94,-1,-1,-1,-1,
5332.508237N,00255.776794W,23.33,10:54:03.04,-0.75,2.52,2.1,2.57,5.14,2.91,-1,-1,-1,-1,
5332.508237N,00255.776794W,23.33,10:54:03.49,-0.76,2.5,2.08,2.53,5.16,2.91,-1,-1,-1,-1,
5332.507924N,00255.775484W,23.29,10:54:04.02,-0.54,2.5,2.09,2.55,5.18,2.91,-1,-1,-1,-1,
5332.507924N,00255.775484W,23.29,10:54:04.55,-0.61,2.5,2.16,2.54,4.97,2.89,-1,-1,-1,-1,
5332.507924N,00255.775484W,23.29,10:54:05.00,-0.19,2.46,2.17,2.51,5.11,2.9,-1,-1,-1,-1,
5332.507520N,00255.774201W,23.29,10:54:05.52,-0.42,2.49,2.42,2.51,5.44,2.9,-1,-1,-1,-1,
5332.507190N,00255.772965W,23.22,10:54:06.05,-0.49,2.5,2.26,2.5,5.49,2.9,-1,-1,-1,-1,
5332.507190N,00255.772965W,23.22,10:54:06.50,-0.25,2.49,2.7,2.5,5.6,2.88,-1,-1,-1,-1,
5332.506759N,00255.771751W,23.3,10:54:07.02,-0.34,2.51,2.64,2.52,5.7,2.89,-1,-1,-1,-1,
5332.506759N,00255.771751W,23.3,10:54:07.47,-0.44,2.51,2.54,2.52,5.56,2.89,-1,-1,-1,-1,
5332.506759N,00255.771751W,23.3,10:54:07.99,-0.61,2.51,2.45,2.53,5.56,2.9,-1,-1,-1,-1,
5332.506258N,00255.770608W,23.26,10:54:08.52,-0.5,2.51,2.65,2.53,5.63,2.92,-1,-1,-1,-1,
5332.506258N,00255.770608W,23.26,10:54:08.97,0.02,2.51,2.74,2.53,5.34,2.89,-1,-1,-1,-1,
5332.505819N,00255.769364W,23.24,10:54:09.49,-0.36,2.51,2.61,2.53,5.43,2.9,-1,-1,-1,-1,
5332.505819N,00255.769364W,23.24,10:54:10.01,-0.23,2.5,2.4,2.55,5.4,2.92,-1,-1,-1,-1,
5332.505465N,00255.768061W,23.37,10:54:10.46,-0.51,2.52,2.53,2.54,5.5,2.9,-1,-1,-1,-1,
5332.505465N,00255.768061W,23.37,10:54:10.99,-0.53,2.5,2.53,2.51,5.62,2.89,-1,-1,-1,-1,
