    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Original_Weight  Final_Weight    C
   65   67        73   75       -2.00427         75.531         68.205         0.19645E+02    0.19645E+02    0
   65   67        74   76       -1.81979         81.731         72.304         0.14850E+02    0.14850E+02    0
   65   67        75   77       -1.38202         87.720         77.832         0.11556E+02    0.11556E+02    0
   65   67        76   78       -1.08942         90.903         80.493         0.89570E+01    0.89570E+01    0
   66   68        69   71        0.03199         36.918         36.930         0.95267E+02    0.95267E+02    0
   66   68        70   72        1.43726         37.803         38.578         0.70807E+02    0.70807E+02    0
   66   68        71   73        0.09264         51.278         51.368         0.52805E+02    0.52805E+02    0
   66   68        72   74       -1.35858         62.396         60.218         0.38234E+02    0.38234E+02    0
   66   68        73   75       -2.06162         65.647         60.576         0.25647E+02    0.25647E+02    0
   66   68        74   76       -1.93144         71.978         64.934         0.18754E+02    0.18754E+02    0
   66   68        75   77       -1.51521         78.405         70.500         0.14258E+02    0.14258E+02    0
   66   68        76   78       -1.22832         82.111         73.304         0.10826E+02    0.10826E+02    0
   66   68        77   79       -0.96747         86.297         77.020         0.85065E+01    0.85065E+01    0
   67   69        70   72        0.31253         38.208         38.333         0.95560E+02    0.95560E+02    0
   67   69        71   73        0.46684         49.098         49.388         0.79316E+02    0.79316E+02    0
   67   69        72   74       -0.30858         60.021         59.707         0.58846E+02    0.58846E+02    0
   67   69        73   75       -1.78588         63.692         60.835         0.38909E+02    0.38909E+02    0
   67   69        74   76       -1.83083         70.754         66.196         0.27496E+02    0.27496E+02    0
   67   69        75   77       -1.57139         78.546         72.722         0.20397E+02    0.20397E+02    0
   67   69        76   78       -1.41545         83.592         76.150         0.15180E+02    0.15180E+02    0
   67   69        77   79       -1.10891         88.566         80.535         0.11666E+02    0.11666E+02    0
   67   69        78   80       -0.86842         95.035         86.615         0.93606E+01    0.93606E+01    0
   68   70        71   73       -0.74793         48.574         48.202         0.97183E+02    0.97183E+02    0
   68   70        72   74        0.43299         55.710         56.002         0.82820E+02    0.82820E+02    0
   68   70        73   75       -1.15219         58.734         57.579         0.58012E+02    0.58012E+02    0
   68   70        74   76       -2.00948         67.536         64.088         0.40874E+02    0.38352E+02    1
   68   70        75   77       -1.75389         76.188         71.761         0.29431E+02    0.29300E+02    1
   68   70        76   78       -1.43540         81.402         76.050         0.21106E+02    0.21106E+02    0
   68   70        77   79       -1.12677         87.262         81.267         0.15830E+02    0.15830E+02    0
   68   70        78   80       -0.85588         94.439         88.154         0.12428E+02    0.12428E+02    0
   68   70        79   81       -0.70129        102.335         95.453         0.10073E+02    0.10073E+02    0
   69   71        72   74       -1.05514         53.538         52.963         0.97663E+02    0.97663E+02    0
   69   71        73   75        1.08084         47.707         48.369         0.78460E+02    0.78460E+02    0
   69   71        74   76       -0.05331         55.045         54.992         0.55517E+02    0.55517E+02    0
   69   71        75   77       -1.00443         64.711         63.083         0.39435E+02    0.39435E+02    0
   69   71        76   78       -1.41195         71.390         67.845         0.27725E+02    0.27725E+02    0
   69   71        77   79       -1.14834         77.711         73.414         0.20189E+02    0.20189E+02    0
   69   71        78   80       -0.89134         85.206         80.434         0.15466E+02    0.15466E+02    0
   69   71        79   81       -0.78295         93.477         87.714         0.12304E+02    0.12304E+02    0
   69   71        80   82       -0.52859         95.920         90.700         0.94470E+01    0.94470E+01    0
   70   72        73   75        0.40313         42.813         42.992         0.96416E+02    0.96416E+02    0
   70   72        74   76        1.61901         45.640         46.609         0.77099E+02    0.77099E+02    0
   70   72        75   77        0.01845         55.565         55.583         0.55878E+02    0.55878E+02    0
   70   72        76   78       -1.02123         62.892         61.246         0.38493E+02    0.38493E+02    0
   70   72        77   79       -1.03952         70.229         67.605         0.27308E+02    0.27308E+02    0
   70   72        78   80       -0.85019         78.411         75.204         0.20363E+02    0.20363E+02    0
   70   72        79   81       -0.78289         87.081         82.871         0.15798E+02    0.15798E+02    0
   70   72        80   82       -0.49895         90.202         86.492         0.11879E+02    0.11879E+02    0
   70   72        81   83       -0.34753         93.531         90.069         0.92137E+01    0.92137E+01    0
   71   73        74   76        0.55508         46.310         46.576         0.96913E+02    0.96913E+02    0
   71   73        75   77        0.94770         52.034         52.646         0.80980E+02    0.80980E+02    0
   71   73        76   78       -0.46281         59.767         59.297         0.58683E+02    0.58683E+02    0
   71   73        77   79       -1.01679         68.788         67.123         0.41502E+02    0.41502E+02    0
   71   73        78   80       -0.98688         78.709         76.188         0.30317E+02    0.30317E+02    0
   71   73        79   81       -0.92068         88.601         85.106         0.22879E+02    0.22879E+02    0
   71   73        80   82       -0.53554         92.788         89.877         0.16805E+02    0.16805E+02    0
   71   73        81   83       -0.39293         97.155         94.214         0.12780E+02    0.12780E+02    0
   71   73        82   84       -0.39507        104.997        101.058         0.10332E+02    0.10332E+02    0
   72   74        75   77        0.02108         51.774         51.785         0.97508E+02    0.97508E+02    0
   72   74        76   78        0.81294         52.697         53.226         0.81331E+02    0.81331E+02    0
   72   74        77   79       -0.63833         62.319         61.663         0.60290E+02    0.60290E+02    0
