    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Original_Weight  Final_Weight    C
   27   29        36   38       -0.50106        118.819        116.060         0.21328E+02    0.21328E+02    0
   27   29        37   39       -0.66294        119.286        114.331         0.15626E+02    0.15626E+02    0
   27   29        38   40       -0.66662        124.068        117.462         0.12183E+02    0.12183E+02    0
   28   30        31   33       -0.95942         58.865         58.182         0.98056E+02    0.82117E+02    1
   28   30        32   34       -1.61751         84.375         82.036         0.91301E+02    0.57524E+02    1
   28   30        33   35       -1.56084         98.350         95.533         0.76627E+02    0.53702E+02    1
   28   30        34   36       -1.61581        115.878        112.000         0.60932E+02    0.47467E+02    1
   28   30        35   37       -1.32852        120.150        116.253         0.43686E+02    0.40292E+02    1
   28   30        36   38       -0.82685        108.593        105.397         0.27680E+02    0.27680E+02    0
   28   30        37   39       -1.00353        110.171        104.737         0.19839E+02    0.19839E+02    0
   28   30        38   40       -0.99572        115.683        108.332         0.15166E+02    0.15166E+02    0
   28   30        39   41       -0.91245        117.789        108.860         0.11575E+02    0.11575E+02    0
   29   31        32   34       -1.39953         73.078         71.647         0.98725E+02    0.70777E+02    1
   29   31        33   35       -0.68980         87.178         86.286         0.91785E+02    0.67092E+02    1
   29   31        34   36       -1.30573        107.384        104.999         0.79311E+02    0.58134E+02    1
   29   31        35   37       -1.37224        115.062        111.901         0.60661E+02    0.49264E+02    1
   29   31        36   38       -1.13204        106.244        103.188         0.39459E+02    0.38792E+02    1
   29   31        37   39       -1.44436        109.496        103.810         0.27892E+02    0.27083E+02    1
   29   31        38   40       -1.46361        116.411        108.350         0.20915E+02    0.20398E+02    1
   29   31        39   41       -1.36515        119.595        109.614         0.15666E+02    0.15666E+02    0
   29   31        40   42       -1.08392        121.282        110.734         0.11913E+02    0.11913E+02    0
   30   32        33   35       -0.61170         63.352         62.959         0.98315E+02    0.98315E+02    0
   30   32        34   36       -0.92903         82.003         81.009         0.90858E+02    0.76148E+02    1
   30   32        35   37       -0.86918         91.983         90.792         0.74457E+02    0.66672E+02    1
   30   32        36   38       -0.69473         87.619         86.416         0.50239E+02    0.50239E+02    0
   30   32        37   39       -1.39766         92.741         88.942         0.35101E+02    0.33409E+02    1
   30   32        38   40       -1.55373        100.725         94.376         0.25813E+02    0.23864E+02    1
   30   32        39   41       -1.57615        105.084         96.640         0.18957E+02    0.18816E+02    1
   30   32        40   42       -1.25946        107.787         98.609         0.14152E+02    0.14152E+02    0
   30   32        41   43       -1.09319        113.118        102.528         0.11121E+02    0.11121E+02    0
   31   33        34   36       -0.28306         64.670         64.484         0.98381E+02    0.98381E+02    0
   31   33        35   37        0.36565         73.163         73.464         0.88893E+02    0.88893E+02    0
   31   33        36   38        0.74469         71.621         72.439         0.65571E+02    0.65571E+02    0
   31   33        37   39       -0.83000         78.010         76.613         0.45948E+02    0.45948E+02    0
   31   33        38   40       -1.46260         86.856         82.884         0.33125E+02    0.31247E+02    1
   31   33        39   41       -1.63443         92.296         86.054         0.23780E+02    0.23341E+02    1
   31   33        40   42       -1.32404         95.830         88.785         0.17340E+02    0.17340E+02    0
   31   33        41   43       -1.14928        101.413         93.036         0.13330E+02    0.13330E+02    0
   31   33        42   44       -1.08586        108.698         98.200         0.10692E+02    0.10692E+02    0
   32   34        35   37       -0.10767         70.236         70.160         0.98622E+02    0.98622E+02    0
   32   34        36   38        0.55829         65.515         65.938         0.86675E+02    0.86675E+02    0
   32   34        37   39        0.21662         71.528         71.764         0.65522E+02    0.65522E+02    0
   32   34        38   40       -1.25881         81.823         79.522         0.47692E+02    0.44127E+02    1
   32   34        39   41       -1.59622         88.446         84.068         0.33664E+02    0.31441E+02    1
   32   34        40   42       -1.42306         93.374         88.008         0.24042E+02    0.24042E+02    0
   32   34        41   43       -1.30527        100.120         93.151         0.18091E+02    0.18091E+02    0
   32   34        42   44       -1.12349        107.349         99.125         0.14095E+02    0.14095E+02    0
   32   34        43   45       -0.89996        109.564        100.786         0.10776E+02    0.10776E+02    0
   33   35        36   38       -0.37033         64.599         64.356         0.98377E+02    0.98377E+02    0
   33   35        37   39        0.77760         65.190         65.778         0.86567E+02    0.86567E+02    0
   33   35        38   40       -0.55551         75.366         74.732         0.67461E+02    0.65783E+02    1
   33   35        39   41       -1.23210         83.169         80.886         0.48295E+02    0.44262E+02    1
   33   35        40   42       -1.25433         89.652         86.351         0.34069E+02    0.33445E+02    1
   33   35        41   43       -1.29933         97.550         92.619         0.25051E+02    0.25051E+02    0
   33   35        42   44       -0.97822        104.856         99.572         0.18917E+02    0.18917E+02    0
   33   35        43   45       -0.84186        108.200        101.974         0.14205E+02    0.14205E+02    0
   33   35        44   46       -0.78842        120.346        112.582         0.11822E+02    0.11822E+02    0
   34   36        37   39       -1.07075         69.024         68.278         0.98574E+02    0.98574E+02    0
   34   36        38   40       -0.22435         71.015         70.821         0.88326E+02    0.82101E+02    1
   34   36        39   41       -0.79635         79.308         78.235         0.69317E+02    0.58460E+02    1
   34   36        40   42       -0.95817         87.459         85.571         0.50171E+02    0.43885E+02    1
   34   36        41   43       -1.17869         96.794         93.378         0.36435E+02    0.32806E+02    1
   34   36        42   44       -1.00347        105.601        101.726         0.26973E+02    0.26839E+02    1
   34   36        43   45       -0.88732        109.950        105.132         0.19801E+02    0.19801E+02    0
   34   36        44   46       -0.83419        123.022        116.811         0.16103E+02    0.16103E+02    0
   34   36        45   47       -0.57579        134.811        129.066         0.13220E+02    0.13220E+02    0
   35   37        38   40       -1.07663         56.336         55.667         0.97883E+02    0.90097E+02    1
   35   37        39   41       -0.63778         61.718         61.185         0.85339E+02    0.73416E+02    1
   35   37        40   42       -0.82336         71.165         70.089         0.65332E+02    0.54056E+02    1
   35   37        41   43       -1.14351         81.302         78.967         0.47457E+02    0.39227E+02    1
   35   37        42   44       -1.00766         90.946         88.060         0.34503E+02    0.31245E+02    1
   35   37        43   45       -0.95321         96.113         92.475         0.24705E+02    0.24705E+02    0
   35   37        44   46       -0.90693        108.820        103.901         0.19605E+02    0.19605E+02    0
   35   37        45   47       -0.61068        120.562        115.988         0.15789E+02    0.15789E+02    0
   35   37        46   48       -0.48130        123.599        118.793         0.12137E+02    0.12137E+02    0
   36   38        39   41       -0.10080         41.820         41.776         0.96254E+02    0.96254E+02    0
   36   38        40   42       -0.36368         50.003         49.762         0.79849E+02    0.75215E+02    1
   36   38        41   43       -1.25717         60.328         58.753         0.59043E+02    0.47526E+02    1
   36   38        42   44       -1.18516         69.915         67.655         0.42063E+02    0.36063E+02    1
   36   38        43   45       -1.18104         75.653         72.547         0.29243E+02    0.28172E+02    1
   36   38        44   46       -1.18106         87.093         82.641         0.22509E+02    0.22509E+02    0
   36   38        45   47       -0.82579         97.844         93.383         0.17693E+02    0.17693E+02    0
   36   38        46   48       -0.66114        101.276         96.369         0.13313E+02    0.13313E+02    0
   36   38        47   49       -0.47890        100.600         95.851         0.99035E+01    0.99035E+01    0
   37   39        40   42       -0.15985         39.606         39.540         0.95849E+02    0.95849E+02    0
   37   39        41   43       -0.54235         48.098         47.693         0.78705E+02    0.64248E+02    1
   37   39        42   44       -1.11092         58.704         57.245         0.57993E+02    0.44142E+02    1
   37   39        43   45       -1.27163         65.489         63.021         0.39835E+02    0.33103E+02    1
   37   39        44   46       -1.39019         76.970         73.001         0.29707E+02    0.26263E+02    1
   37   39        45   47       -1.15023         88.104         83.691         0.22757E+02    0.22385E+02    1
   37   39        46   48       -0.96763         92.270         87.080         0.16714E+02    0.16714E+02    0
   37   39        47   49       -0.71246         92.535         87.279         0.12181E+02    0.12181E+02    0
   37   39        48   50       -0.57216         92.401         86.772         0.91033E+01    0.91033E+01    0
   38   40        41   43       -0.35376         38.779         38.636         0.95682E+02    0.95682E+02    0
   38   40        42   44       -0.28663         48.088         47.867         0.78699E+02    0.62385E+02    1
   38   40        43   45       -0.86388         56.101         55.003         0.56247E+02    0.43723E+02    1
   38   40        44   46       -1.21934         67.945         65.474         0.41080E+02    0.32914E+02    1
   38   40        45   47       -1.11856         80.007         76.747         0.30770E+02    0.26888E+02    1
   38   40        46   48       -1.10745         85.153         80.887         0.22032E+02    0.21549E+02    1
   38   40        47   49       -0.84669         86.513         81.971         0.15698E+02    0.15698E+02    0
   38   40        48   50       -0.70417         87.263         82.079         0.11497E+02    0.11497E+02    0
   38   40        49   51       -0.65040         93.360         86.986         0.91971E+01    0.91971E+01    0
   39   41        42   44       -0.34588         38.699         38.560         0.95665E+02    0.95665E+02    0
   39   41        43   45       -0.50670         45.805         45.436         0.77212E+02    0.62699E+02    1
   39   41        44   46       -1.36046         58.071         56.252         0.57575E+02    0.42729E+02    1
   39   41        45   47       -1.28876         70.705         68.047         0.42453E+02    0.33638E+02    1
   39   41        46   48       -1.36256         76.935         73.008         0.29695E+02    0.26005E+02    1
   39   41        47   49       -1.19121         79.549         75.086         0.20646E+02    0.20632E+02    1
   39   41        48   50       -0.98313         81.119         75.885         0.14741E+02    0.14741E+02    0
   39   41        49   51       -0.89336         87.646         81.120         0.11547E+02    0.11547E+02    0
   39   41        50   52       -0.85662         92.941         84.640         0.91561E+01    0.91561E+01    0
   40   42        43   45       -0.36694         35.817         35.678         0.94993E+02    0.94993E+02    0
   40   42        44   46       -0.34853         45.667         45.427         0.77118E+02    0.65986E+02    1
   40   42        45   47       -1.08206         59.195         57.796         0.58313E+02    0.45220E+02    1
   40   42        46   48       -1.42476         66.569         63.766         0.40385E+02    0.33119E+02    1
   40   42        47   49       -1.26548         70.479         67.067         0.27398E+02    0.25501E+02    1
   40   42        48   50       -1.17557         73.132         68.754         0.19044E+02    0.19044E+02    0
   40   42        49   51       -1.09420         80.213         74.414         0.14580E+02    0.14580E+02    0
   40   42        50   52       -1.00977         85.574         78.244         0.11277E+02    0.11277E+02    0
   40   42        51   53       -0.92715         94.420         85.462         0.93006E+01    0.93006E+01    0
   41   43        44   46       -0.19842         37.723         37.645         0.95453E+02    0.95453E+02    0
   41   43        45   47       -0.37603         49.835         49.555         0.79751E+02    0.66730E+02    1
   41   43        46   48       -1.29850         58.313         56.656         0.57735E+02    0.45065E+02    1
   41   43        47   49       -1.32017         63.884         61.387         0.39008E+02    0.33119E+02    1
   41   43        48   50       -1.35467         67.764         64.124         0.26417E+02    0.24537E+02    1
   41   43        49   51       -1.36488         75.656         70.518         0.19676E+02    0.19408E+02    1
   41   43        50   52       -1.29034         81.657         74.855         0.14837E+02    0.14837E+02    0
   41   43        51   53       -1.19562         91.020         82.378         0.11985E+02    0.11985E+02    0
   41   43        52   54       -1.06718         98.727         88.462         0.97209E+01    0.97209E+01    0
   42   44        45   47       -0.74035         41.850         41.530         0.96259E+02    0.96259E+02    0
   42   44        46   48       -0.14372         47.717         47.622         0.78466E+02    0.72603E+02    1
   42   44        47   49       -0.92186         55.038         53.973         0.55512E+02    0.47166E+02    1
   42   44        48   50       -1.21726         60.257         58.058         0.37106E+02    0.32736E+02    1
   42   44        49   51       -1.32625         69.016         65.416         0.26871E+02    0.24756E+02    1
   42   44        50   52       -1.50142         76.185         70.476         0.19808E+02    0.19275E+02    1
   42   44        51   53       -1.41707         85.901         78.437         0.15589E+02    0.15589E+02    0
   42   44        52   54       -1.21657         93.779         84.977         0.12343E+02    0.12343E+02    0
   42   44        53   55       -1.05945        101.016         90.807         0.99440E+01    0.99440E+01    0
   43   45        46   48        0.10413         37.661         37.702         0.95439E+02    0.95439E+02    0
   43   45        47   49        0.33775         43.430         43.625         0.75518E+02    0.75518E+02    0
   43   45        48   50       -0.75945         49.759         48.987         0.51662E+02    0.48568E+02    1
   43   45        49   51       -1.16124         59.207         57.187         0.36547E+02    0.33442E+02    1
   43   45        50   52       -1.48863         66.860         62.935         0.26089E+02    0.24607E+02    1
   43   45        51   53       -1.55064         76.892         71.152         0.19985E+02    0.19985E+02    0
   43   45        52   54       -1.38481         85.292         77.994         0.15482E+02    0.15482E+02    0
   43   45        53   55       -1.18611         92.671         84.085         0.12199E+02    0.12199E+02    0
   43   45        54   56       -1.13271        100.764         89.890         0.99195E+01    0.99195E+01    0
   44   46        47   49       -0.14805         39.608         39.547         0.95850E+02    0.95850E+02    0
   44   46        48   50        0.19961         43.526         43.641         0.75589E+02    0.75589E+02    0
   44   46        49   51       -0.46795         53.817         53.329         0.54651E+02    0.51365E+02    1
   44   46        50   52       -1.20823         62.465         60.320         0.38270E+02    0.34583E+02    1
   44   46        51   53       -1.48579         73.603         69.597         0.28515E+02    0.26547E+02    1
   44   46        52   54       -1.52985         83.130         77.429         0.21534E+02    0.21534E+02    0
   44   46        53   55       -1.30795         91.321         84.380         0.16547E+02    0.16547E+02    0
   44   46        54   56       -1.28957        100.253         90.909         0.13180E+02    0.13180E+02    0
   44   46        55   57       -1.09841        105.852         95.257         0.10415E+02    0.10415E+02    0
   45   47        48   50       -0.05637         36.544         36.523         0.95177E+02    0.95177E+02    0
   45   47        49   51        0.31751         45.286         45.474         0.76855E+02    0.76855E+02    0
   45   47        50   52       -0.89551         54.602         53.608         0.55206E+02    0.48772E+02    1
   45   47        51   53       -1.39085         66.436         63.860         0.40317E+02    0.35174E+02    1
   45   47        52   54       -1.51344         76.756         72.702         0.29632E+02    0.27892E+02    1
   45   47        53   55       -1.40543         85.826         80.560         0.22198E+02    0.22198E+02    0
   45   47        54   56       -1.46124         95.560         87.817         0.17293E+02    0.17293E+02    0
   45   47        55   57       -1.24083        102.020         93.003         0.13409E+02    0.13409E+02    0
   45   47        56   58       -0.95151        106.300         97.056         0.10459E+02    0.10459E+02    0
   46   48        49   51       -0.91822         40.330         39.946         0.95988E+02    0.95988E+02    0
   46   48        50   52        0.00811         45.264         45.268         0.76839E+02    0.75078E+02    1
   46   48        51   53       -0.83214         56.620         55.672         0.56602E+02    0.49289E+02    1
   46   48        52   54       -1.20220         67.134         64.990         0.40671E+02    0.37039E+02    1
   46   48        53   55       -1.27185         76.611         73.346         0.29581E+02    0.29200E+02    1
   46   48        54   56       -1.51543         86.587         80.920         0.22385E+02    0.22385E+02    0
   46   48        55   57       -1.32408         93.679         86.645         0.16962E+02    0.16962E+02    0
   46   48        56   58       -1.01742         98.534         91.093         0.12958E+02    0.12958E+02    0
   46   48        57   59       -0.84304         99.468         91.263         0.97931E+01    0.97931E+01    0
   47   49        50   52       -0.21413         34.909         34.830         0.94750E+02    0.94750E+02    0
   47   49        51   53        0.13314         42.884         42.961         0.75105E+02    0.75105E+02    0
   47   49        52   54       -0.63132         52.965         52.342         0.54040E+02    0.53287E+02    1
   47   49        53   55       -0.87828         62.382         60.965         0.38227E+02    0.38227E+02    0
   47   49        54   56       -1.43307         72.261         68.661         0.28037E+02    0.28037E+02    0
   47   49        55   57       -1.33950         79.808         74.809         0.20711E+02    0.20711E+02    0
   47   49        56   58       -1.05073         85.178         79.582         0.15462E+02    0.15462E+02    0
   47   49        57   59       -0.88773         87.007         80.524         0.11464E+02    0.11464E+02    0
   47   49        58   60       -0.73389         90.681         83.531         0.89353E+01    0.89353E+01    0
   48   50        51   53       -0.62839         36.456         36.216         0.95155E+02    0.95155E+02    0
   48   50        52   54        0.17562         42.659         42.759         0.74933E+02    0.74933E+02    0
   48   50        53   55       -0.00363         51.537         51.533         0.52996E+02    0.52996E+02    0
   48   50        54   56       -1.17761         61.262         59.375         0.37638E+02    0.37638E+02    0
   48   50        55   57       -1.28774         69.248         66.017         0.26954E+02    0.26954E+02    0
   48   50        56   58       -1.05361         75.095         71.152         0.19536E+02    0.19536E+02    0
   48   50        57   59       -0.94774         77.798         72.758         0.14150E+02    0.14150E+02    0
   48   50        58   60       -0.79594         81.724         75.905         0.10776E+02    0.10776E+02    0
   48   50        59   61       -0.65437         92.645         86.235         0.91272E+01    0.91272E+01    0
   49   51        52   54        0.00450         35.872         35.873         0.95007E+02    0.95007E+02    0
   49   51        53   55        0.88634         42.029         42.533         0.74441E+02    0.74441E+02    0
   49   51        54   56       -0.64469         51.359         50.736         0.52864E+02    0.52864E+02    0
   49   51        55   57       -1.23511         60.282         58.310         0.37120E+02    0.37120E+02    0
   49   51        56   58       -1.12623         67.065         64.239         0.26164E+02    0.26164E+02    0
   49   51        57   59       -1.08317         70.849         66.814         0.18470E+02    0.18470E+02    0
   49   51        58   60       -0.94493         75.407         70.389         0.13723E+02    0.13723E+02    0
   49   51        59   61       -0.79070         86.630         80.832         0.11415E+02    0.11415E+02    0
   49   51        60   62       -0.64775         86.896         80.567         0.85651E+01    0.85651E+01    0
   50   52        53   55       -0.28344         41.689         41.566         0.96231E+02    0.96231E+02    0
   50   52        54   56        1.09890         43.476         44.113         0.75552E+02    0.75552E+02    0
   50   52        55   57       -0.17933         52.322         52.147         0.53573E+02    0.53573E+02    0
   50   52        56   58       -0.63803         59.826         58.799         0.36877E+02    0.36877E+02    0
   50   52        57   59       -0.96179         64.728         62.315         0.25311E+02    0.25311E+02    0
   50   52        58   60       -0.95638         69.859         66.286         0.18220E+02    0.18220E+02    0
   50   52        59   61       -0.85934         81.586         76.991         0.14824E+02    0.14824E+02    0
   50   52        60   62       -0.72912         82.649         77.300         0.10896E+02    0.10896E+02    0
   50   52        61   63       -0.56329         83.344         77.822         0.82174E+01    0.82174E+01    0
   51   53        54   56        0.08422         42.185         42.221         0.96315E+02    0.96315E+02    0
   51   53        55   57        0.94713         45.807         46.372         0.77213E+02    0.77213E+02    0
   51   53        56   58        0.46529         53.432         53.891         0.54376E+02    0.54376E+02    0
   51   53        57   59       -0.52796         59.591         58.741         0.36752E+02    0.36752E+02    0
   51   53        58   60       -0.80448         65.490         63.463         0.25590E+02    0.25590E+02    0
   51   53        59   61       -0.75533         77.807         74.953         0.20213E+02    0.20213E+02    0
   51   53        60   62       -0.72547         79.944         76.051         0.14532E+02    0.14532E+02    0
   51   53        61   63       -0.58548         81.538         77.216         0.10752E+02    0.10752E+02    0
   51   53        62   64       -0.63486         89.990         83.773         0.88677E+01    0.88677E+01    0
   52   54        55   57        0.08727         43.230         43.269         0.96481E+02    0.96481E+02    0
   52   54        56   58        0.81388         46.504         46.994         0.77681E+02    0.77681E+02    0
   52   54        57   59       -0.18146         53.088         52.910         0.54129E+02    0.54129E+02    0
   52   54        58   60       -0.73211         59.515         58.339         0.36711E+02    0.36711E+02    0
   52   54        59   61       -0.74015         72.387         70.504         0.28082E+02    0.28082E+02    0
   52   54        60   62       -0.81336         75.616         72.553         0.19666E+02    0.19666E+02    0
   52   54        61   63       -0.68912         78.178         74.479         0.14218E+02    0.14218E+02    0
   52   54        62   64       -0.75279         87.032         81.501         0.11467E+02    0.11467E+02    0
   52   54        63   65       -0.69670         90.252         83.452         0.88933E+01    0.88933E+01    0
   53   55        56   58       -0.09070         44.775         44.733         0.96708E+02    0.96708E+02    0
   53   55        57   59        0.41582         46.889         47.140         0.77934E+02    0.77934E+02    0
   53   55        58   60       -0.03699         52.813         52.776         0.53930E+02    0.53930E+02    0
   53   55        59   61       -0.49127         66.484         65.679         0.40342E+02    0.40342E+02    0
   53   55        60   62       -0.85186         70.921         68.762         0.27557E+02    0.27557E+02    0
   53   55        61   63       -0.75753         74.390         71.535         0.19359E+02    0.19359E+02    0
   53   55        62   64       -0.89284         83.855         79.079         0.15227E+02    0.15227E+02    0
   53   55        63   65       -0.87351         88.023         81.635         0.11596E+02    0.11596E+02    0
   53   55        64   66       -0.74705         90.683         83.410         0.89355E+01    0.89355E+01    0
   54   56        57   59       -0.11296         44.182         44.130         0.96624E+02    0.96624E+02    0
   54   56        58   60        1.10166         44.929         45.579         0.76605E+02    0.76605E+02    0
   54   56        59   61        0.40794         58.747         59.162         0.58021E+02    0.58021E+02    0
   54   56        60   62       -0.62325         64.513         63.499         0.39333E+02    0.39333E+02    0
   54   56        61   63       -0.73731         69.230         67.362         0.26948E+02    0.26948E+02    0
   54   56        62   64       -0.99829         79.321         75.567         0.20590E+02    0.20590E+02    0
   54   56        63   65       -1.03756         84.414         78.888         0.15326E+02    0.15326E+02    0
   54   56        64   66       -0.90343         87.806         81.209         0.11567E+02    0.11567E+02    0
   54   56        65   67       -0.88699         95.220         86.627         0.93787E+01    0.93787E+01    0
   55   57        58   60        0.47111         38.080         38.269         0.95533E+02    0.95533E+02    0
   55   57        59   61        0.48970         48.969         49.273         0.79238E+02    0.79238E+02    0
   55   57        60   62       -0.43790         54.897         54.465         0.55414E+02    0.55414E+02    0
   55   57        61   63       -0.71819         60.531         59.376         0.37252E+02    0.37252E+02    0
   55   57        62   64       -1.12716         70.868         68.025         0.27537E+02    0.27537E+02    0
   55   57        63   65       -1.19517         76.592         72.129         0.19910E+02    0.19910E+02    0
   55   57        64   66       -1.08043         80.748         75.017         0.14675E+02    0.14675E+02    0
   55   57        65   67       -1.02548         88.348         80.896         0.11638E+02    0.11638E+02    0
   55   57        66   68       -0.93839         88.462         79.435         0.87183E+01    0.87183E+01    0
   56   58        59   61       -1.12642         48.922         48.359         0.97221E+02    0.97221E+02    0
   56   58        60   62        0.47790         47.964         48.256         0.78621E+02    0.78621E+02    0
   56   58        61   63        0.33217         53.230         53.557         0.54231E+02    0.54231E+02    0
   56   58        62   64       -0.60724         63.677         62.691         0.38901E+02    0.38901E+02    0
   56   58        63   65       -0.99234         70.060         67.555         0.27247E+02    0.27247E+02    0
   56   58        64   66       -1.06572         74.948         70.962         0.19499E+02    0.19499E+02    0
   56   58        65   67       -1.02602         82.859         77.398         0.15050E+02    0.15050E+02    0
   56   58        66   68       -0.98169         83.582         76.457         0.11018E+02    0.11018E+02    0
   56   58        67   69       -0.93265         94.362         85.353         0.92949E+01    0.92949E+01    0
   57   59        60   62        0.07669         40.007         40.039         0.95927E+02    0.95927E+02    0
   57   59        61   63        0.85502         42.146         42.632         0.74533E+02    0.74533E+02    0
   57   59        62   64        0.15596         51.698         51.850         0.53116E+02    0.53116E+02    0
   57   59        63   65       -0.75351         58.705         57.499         0.36278E+02    0.36278E+02    0
   57   59        64   66       -1.04604         64.148         61.529         0.25099E+02    0.25099E+02    0
   57   59        65   67       -1.06001         72.308         68.352         0.18837E+02    0.18837E+02    0
   57   59        66   68       -1.05833         73.820         68.230         0.13440E+02    0.13440E+02    0
   57   59        67   69       -1.01371         84.089         76.740         0.11084E+02    0.11084E+02    0
   57   59        68   70       -0.87243         94.838         86.381         0.93413E+01    0.93413E+01    0
   58   60        61   63       -0.24584         40.364         40.260         0.95995E+02    0.95995E+02    0
   58   60        62   64        0.53359         45.631         45.948         0.77093E+02    0.77093E+02    0
   58   60        63   65        0.05784         52.106         52.162         0.53415E+02    0.53415E+02    0
   58   60        64   66       -0.98218         58.430         56.863         0.36130E+02    0.36130E+02    0
   58   60        65   67       -1.02023         67.108         64.543         0.26179E+02    0.26179E+02    0
   58   60        66   68       -1.13546         69.370         65.151         0.18097E+02    0.18097E+02    0
   58   60        67   69       -1.18966         80.105         73.820         0.14561E+02    0.14561E+02    0
   58   60        68   70       -0.98267         90.874         83.709         0.11966E+02    0.11966E+02    0
   58   60        69   71       -0.74730         90.560         83.284         0.89234E+01    0.89234E+01    0
   59   61        62   64       -0.43874         44.540         44.339         0.96675E+02    0.96675E+02    0
   59   61        63   65        0.78158         46.294         46.763         0.77541E+02    0.77541E+02    0
   59   61        64   66       -0.37098         52.512         52.150         0.53711E+02    0.53711E+02    0
   59   61        65   67       -0.69965         62.377         61.245         0.38224E+02    0.38224E+02    0
   59   61        66   68       -1.13490         65.873         63.030         0.25729E+02    0.25729E+02    0
   59   61        67   69       -1.33126         77.349         72.391         0.20099E+02    0.20099E+02    0
   59   61        68   70       -1.10844         88.999         83.091         0.16137E+02    0.16137E+02    0
   59   61        69   71       -0.85800         89.643         83.359         0.11806E+02    0.11806E+02    0
   59   61        70   72       -0.73576         93.969         86.789         0.92565E+01    0.92565E+01    0
   60   62        63   65       -0.62707         41.294         41.025         0.96163E+02    0.96163E+02    0
   60   62        64   66        0.60862         41.356         41.698         0.73902E+02    0.73902E+02    0
   60   62        65   67        0.55824         50.549         51.092         0.52260E+02    0.52260E+02    0
   60   62        66   68       -0.54696         54.721         53.851         0.34112E+02    0.34112E+02    0
   60   62        67   69       -1.10987         65.687         62.907         0.25662E+02    0.25662E+02    0
   60   62        68   70       -0.98570         76.987         73.286         0.20008E+02    0.20008E+02    0
   60   62        69   71       -0.81656         78.593         74.228         0.14292E+02    0.14292E+02    0
   60   62        70   72       -0.73769         83.233         77.821         0.10973E+02    0.10973E+02    0
   60   62        71   73       -0.67733         97.862         91.219         0.96365E+01    0.96365E+01    0
   61   63        64   66        0.38412         34.185         34.324         0.94543E+02    0.94543E+02    0
   61   63        65   67        0.87595         41.097         41.588         0.73691E+02    0.73691E+02    0
   61   63        66   68       -0.09752         45.246         45.154         0.48101E+02    0.48101E+02    0
   61   63        67   69       -0.80189         55.317         54.044         0.34439E+02    0.34439E+02    0
   61   63        68   70       -0.99094         66.785         64.293         0.26062E+02    0.26062E+02    0
   61   63        69   71       -0.86437         69.219         65.984         0.18059E+02    0.18059E+02    0
   61   63        70   72       -0.77452         73.945         69.811         0.13462E+02    0.13462E+02    0
   61   63        71   73       -0.83940         88.752         82.603         0.11690E+02    0.11690E+02    0
   61   63        72   74       -0.86375         97.530         89.142         0.96042E+01    0.96042E+01    0
   62   64        65   67       -0.89630         42.964         42.567         0.96440E+02    0.96440E+02    0
   62   64        66   68        0.23637         41.449         41.582         0.73978E+02    0.73978E+02    0
   62   64        67   69       -0.50474         51.002         50.514         0.52599E+02    0.52599E+02    0
   62   64        68   70       -0.80458         62.737         61.437         0.38412E+02    0.38412E+02    0
   62   64        69   71       -0.91477         66.235         63.933         0.25861E+02    0.25861E+02    0
   62   64        70   72       -0.98677         71.962         68.273         0.18750E+02    0.18750E+02    0
   62   64        71   73       -0.98400         86.860         81.602         0.15759E+02    0.15759E+02    0
   62   64        72   74       -1.09732         96.703         88.712         0.12721E+02    0.12721E+02    0
   62   64        73   75       -1.12969         96.938         86.120         0.95464E+01    0.95464E+01    0
   63   65        66   68       -0.17729         35.002         34.937         0.94776E+02    0.94776E+02    0
   63   65        67   69        0.36147         40.816         41.017         0.73460E+02    0.73460E+02    0
   63   65        68   70        0.10077         51.861         51.960         0.53236E+02    0.53236E+02    0
   63   65        69   71       -0.50404         56.342         55.537         0.35000E+02    0.35000E+02    0
   63   65        70   72       -0.88744         62.623         60.399         0.24538E+02    0.24538E+02    0
   63   65        71   73       -0.98558         77.138         73.437         0.20046E+02    0.20046E+02    0
   63   65        72   74       -1.19651         87.167         80.815         0.15814E+02    0.15814E+02    0
   63   65        73   75       -1.27387         88.121         78.962         0.11608E+02    0.11608E+02    0
   63   65        74   76       -1.12948         93.085         82.297         0.91701E+01    0.91701E+01    0
   64   66        67   69       -0.11687         36.713         36.668         0.95218E+02    0.95218E+02    0
   64   66        68   70        0.31124         44.587         44.769         0.76363E+02    0.76363E+02    0
   64   66        69   71        0.17888         48.830         49.002         0.50950E+02    0.50950E+02    0
   64   66        70   72       -0.65844         55.378         54.331         0.34473E+02    0.34473E+02    0
   64   66        71   73       -1.14359         70.296         67.416         0.27332E+02    0.27332E+02    0
   64   66        72   74       -1.42898         80.554         75.229         0.20896E+02    0.20896E+02    0
   64   66        73   75       -1.53888         82.009         73.961         0.14899E+02    0.14899E+02    0
   64   66        74   76       -1.32427         87.070         77.577         0.11472E+02    0.11472E+02    0
   64   66        75   77       -1.03625         92.741         82.797         0.91366E+01    0.91366E+01    0
   65   67        68   70       -0.21271         39.388         39.301         0.95806E+02    0.95806E+02    0
   65   67        69   71        0.72656         40.653         41.058         0.73325E+02    0.73325E+02    0
   65   67        70   72       -0.44271         47.244         46.825         0.49709E+02    0.49709E+02    0
   65   67        71   73       -0.97988         61.641         60.065         0.37838E+02    0.37838E+02    0
   65   67        72   74       -1.73825         72.923         68.574         0.28273E+02    0.28273E+02    0
