x,y,VCP1.48f10000h0.2,VCP2.82f10000h0.2,VCP4.49f10000h0.2,HCP1.48f10000h0.2,HCP2.82f10000h0.2,HCP4.49f10000h0.2,depth,dist,Z(m),Stage(m),H20cm(m),H50cm(m),H100cm(m),elevation,,,,,,,,,,,,,
358774.12318,524344.06525,34.824632908966,26.1015564645871,21.6988515847831,23.8991303355035,16.3654978588347,14.9094876240308,0.7299286441,31.4532104394988,109.747,109.94,109.99,110,110.06,110.4769286441,-0.7299286441,18,18,17,16,15,14,13,12,11,10,9,8
358774.32195,524343.82363,34.9275735394912,26.167641602311,21.7218317818991,23.9392439978186,16.3504092752532,14.846465129009,0.7292150865,31.7671352999664,109.743,109.94,109.99,110,110.06,110.4722150865,-0.7292150865,19,18,18,17,16,15,13,12,11,10,9,8
358774.52367,524343.58599,35.0025200311972,26.2393291230878,21.7421808571434,23.9653156330774,16.3142058504629,14.8054095549254,0.7223343526,32.0798700893455,109.73,109.94,109.99,110,110.062,110.4523343526,-0.7223343526,20,19,18,17,16,15,14,12,11,10,9,8
358774.7242,524343.34836,35.0551064711128,26.3058641877757,21.7600563872327,23.9813617723874,16.2961110408733,14.7586727221763,0.7089194699,32.3919872625333,109.714,109.94,109.99,110,110.064,110.4229194699,-0.7089194699,20,19,19,18,16,15,14,12,11,10,9,8
358774.93012,524343.11079,35.1227572724167,26.365196423485,21.7851898110402,23.9713320036855,16.2649353144099,14.6956850196008,0.6993883792,32.7081564407022,109.698,109.94,109.99,110,110.066,110.3973883792,-0.6993883792,20,20,19,18,16,15,14,12,11,10,9,8
358775.12575,524342.86642,35.2007239336479,26.4148142071019,21.8120055121846,23.9422446048084,16.2287664941268,14.6384774756037,0.693027523,33.0241137439844,109.682,109.94,109.99,110,110.068,110.375027523,-0.693027523,20,19,18,17,16,15,14,12,11,10,9,8
358775.31194,524342.61423,35.2762925208124,26.4555959292981,21.8359685344103,23.9482614996706,16.2187181797561,14.5993998812229,0.6900203874,33.3425845321057,109.662,109.94,109.99,110,110.07,110.3520203874,-0.6900203874,21,20,19,18,17,16,14,13,11,10,9,8
358775.49219,524342.35909,35.3356785356308,26.4923174930657,21.8580713222764,23.9432460037001,16.2026452749642,14.5803226491602,0.6829663608,33.6606399891764,109.645,109.94,109.99,110,110.072,110.3279663608,-0.6829663608,22,21,20,19,18,16,15,13,12,10,9,8
358775.66386,524342.10804,35.352979015138,26.5124705253884,21.8623892786481,23.9592908853506,16.1825513205379,14.5545813162978,0.6782059123,33.9704461295725,109.628,109.94,109.99,110,110.074,110.3062059123,-0.6782059123,22,22,21,19,18,16,15,13,12,10,9,8
358775.82568,524341.86364,35.3701435227421,26.5235060529593,21.849240444985,23.9723287197987,16.160448630698,14.4974804498325,0.6676248725,34.2690355241181,109.61,109.94,109.99,110,110.077,110.2776248725,-0.6676248725,22,21,20,19,18,16,15,13,12,10,9,7
358775.98634,524341.60968,35.3828435666501,26.5270433047527,21.8143645720647,23.9572847781866,16.1273067501226,14.4575227169127,0.6593272171,34.5753722165611,109.593,109.94,109.99,110,110.08,110.2523272171,-0.6593272171,22,21,20,19,18,16,15,13,12,10,9,7
358776.13292,524341.34584,35.391920869791,26.518757602694,21.761362166055,23.8941156251351,16.0871207192613,14.4232630896292,0.6439755352,34.8835874168759,109.577,109.94,109.99,110,110.083,110.2209755352,-0.6439755352,22,22,21,19,18,16,15,13,12,10,9,7
358776.2702,524341.07718,35.389348649068,26.4973959533501,21.6863698852632,23.8239486222463,16.050972532857,14.3737682877187,0.6404485219,35.1904936366272,109.57,109.94,109.99,110,110.084,110.2104485219,-0.6404485219,23,23,22,20,19,17,15,14,12,10,9,7
358776.41049,524340.80828,35.3729629932013,26.472239056674,21.6055751713093,23.7658058782022,15.9957582529547,14.3528343181134,0.6344546381,35.4991968860816,109.566,109.94,109.99,110,110.085,110.2004546381,-0.6344546381,24,24,22,21,19,17,16,14,12,10,9,7
358776.54343,524340.53566,35.3304316426672,26.4389699093763,21.5146640351832,23.7317200396014,15.9214962744482,14.3509337989564,0.6431090723,35.8052009516667,109.565,109.94,109.99,110,110.086,110.2081090723,-0.6431090723,24,23,22,21,19,17,16,14,12,10,9,7
358776.68169,524340.26811,35.2772731378996,26.3995355416448,21.4201069697978,23.710664823352,15.8493141383117,14.3585502871798,0.6413455656,36.1094574078325,109.564,109.94,109.99,110,110.087,110.2053455656,-0.6413455656,24,24,22,21,19,18,16,14,12,10,9,7
358776.82503,524340.00252,35.2149099678095,26.3312404288846,21.3134778813303,23.7267161769039,15.7470310079304,14.3814108896149,0.6251172272,36.4137817157896,109.567,109.94,109.99,110,110.088,110.1921172272,-0.6251172272,23,23,22,20,19,17,15,13,12,10,9,7
358776.97256,524339.73745,35.1563382930306,26.2388144297442,21.1925708432893,23.7708561645849,15.6298054536749,14.3804595240662,0.6247604485,36.7195789579433,109.572,109.94,109.99,110,110.09,110.1967604485,-0.6247604485,23,22,21,20,18,17,15,13,12,10,9,7
358777.12342,524339.47067,35.0955516773488,26.1211986367586,21.0644611805304,23.8280507656853,15.4826263261404,14.3547628364042,0.6252905199,37.0285868285132,109.577,109.94,109.99,110,110.092,110.2022905199,-0.6252905199,22,21,20,19,17,16,14,13,11,10,9,7
358777.27533,524339.20032,35.0197083599825,25.9918673168819,20.9455987186958,23.9224064146064,15.3344334616676,14.3908987056231,0.6277573905,37.3412025708141,109.585,109.94,109.99,110,110.093,110.2127573905,-0.6277573905,21,20,19,18,17,15,14,12,11,10,8,7
358777.42797,524338.92785,34.9186664284046,25.8566704172906,20.8454838389796,24.0167315526199,15.2262657591223,14.4403846553976,0.6323445464,37.6560525885698,109.593,109.94,109.99,110,110.094,110.2253445464,-0.6323445464,23,22,21,20,18,17,15,13,12,10,9,7
358777.6015,524338.64362,34.7871529960531,25.726596716382,20.7683530744187,24.1079966150935,15.1500881897625,14.5156719922981,0.6427624873,37.9902244120329,109.599,109.94,109.99,110,110.095,110.2417624873,-0.6427624873,24,24,22,21,19,17,15,14,12,10,8,7
358777.77783,524338.34879,34.5875694691483,25.5986856175507,20.7211901609362,24.1851846031395,15.1500881897625,14.6512342746905,0.6480530072,38.3352229917274,109.605,109.94,109.99,110,110.096,110.2530530072,-0.6480530072,22,22,21,19,18,16,14,13,11,10,8,7
358777.95483,524338.04438,34.3531602378869,25.4752708651311,20.6953250205718,24.2122447540143,15.2304378517765,14.8205328652945,0.6536901122,38.6888045699176,109.609,109.941,109.989,110,110.097,110.2626901122,-0.6536901122,23,22,21,20,18,16,15,13,11,10,8,7
358778.12944,524337.72553,34.0611470381533,25.3543877160909,20.6852909640292,24.1711650817256,15.3378878035732,14.965025197766,0.6457390419,39.053413410097,109.61,109.942,109.988,110,110.098,110.2557390419,-0.6457390419,20,20,19,18,16,15,13,12,11,9,8,7
358778.30968,524337.38726,33.7288507678707,25.2529882663516,20.7126397575815,24.100033665779,15.4774227517029,15.1383741160028,0.6386850154,39.4374785123577,109.605,109.943,109.987,110,110.099,110.2436850154,-0.6386850154,19,19,18,17,16,14,13,12,11,10,9,8
358778.49551,524337.03726,33.4037142246117,25.1912833334976,20.7690120718337,23.9647419974862,15.6299932595203,15.2936443370033,0.6639245669,39.8345358291463,109.596,109.944,109.986,110,110.101,110.2599245669,-0.6639245669,18,18,17,16,15,14,13,12,11,10,9,9
358778.68493,524336.67721,33.1263856648172,25.1836821034514,20.8811071967122,23.8114018471826,15.7914409611849,15.4527261636695,0.6669317024,40.2421068293636,109.585,109.945,109.985,110,110.102,110.2519317024,-0.6669317024,18,18,17,16,15,14,13,12,11,11,10,9
358778.87737,524336.30623,32.9132504568701,25.2364887790524,21.0448333594273,23.6259561814724,15.986866982689,15.6345333704547,0.6711620795,40.6605993544758,109.562,109.946,109.984,110,110.103,110.2331620795,-0.6711620795,18,17,17,16,15,14,13,12,12,11,10,9
358779.07756,524335.92439,32.8088310162804,25.3392877981767,21.243315287035,23.3953498338955,16.1893428379841,15.8262527259068,0.6824566768,41.0923853945909,109.536,109.947,109.983,110,110.104,110.2184566768,-0.6824566768,17,17,16,15,15,14,13,12,12,11,10,10
358779.28282,524335.54317,32.8086111202482,25.4833514647339,21.4634411365148,23.1558154325564,16.3236187068881,15.982485737207,0.6951681957,41.5259738676962,109.51,109.948,109.982,110,110.105,110.2051681957,-0.6951681957,17,16,16,15,14,14,13,12,12,11,11,10
358779.47644,524335.17218,32.8858931342418,25.6453835293046,21.6997810601078,22.9484167101498,16.4339499400305,16.1574403228662,0.6732925586,41.9448614653026,109.487,109.949,109.981,110,110.106,110.1602925586,-0.6732925586,14,14,14,13,13,12,12,11,11,11,10,10
358779.67172,524334.80652,33.1327376174972,25.8614836721855,21.9695401320903,22.7721290181761,16.4751263930289,16.3029885343658,0.6803567788,42.3596337830763,109.464,109.95,109.98,110,110.107,110.1443567788,-0.6803567788,16,16,15,15,14,13,13,12,11,11,10,10
358779.86286,524334.44757,33.4969323813349,26.1230721317434,22.2814783847793,22.653953492976,16.4791509305466,16.4373125601804,0.6731294597,42.7665449117723,109.443,109.95,109.98,110,110.108,110.1161294597,-0.6731294597,15,15,15,14,14,13,12,12,11,11,10,10
358780.04515,524334.09794,33.9781730103905,26.4227187594933,22.6238414442156,22.5948899702734,16.4721085304387,16.6201784764407,0.675953109,43.1615220369138,109.425,109.95,109.98,110,110.109,110.100953109,-0.675953109,16,16,15,15,14,13,13,12,11,11,10,10
358780.22013,524333.76106,34.5517995597788,26.7401573187853,22.9700606787538,22.5568535652587,16.4741234910688,16.8228872723192,0.6881243629,43.5418086825046,109.413,109.95,109.98,110,110.11,110.1011243629,-0.6881243629,18,18,17,17,16,15,14,13,12,11,10,10
358780.386,524333.43973,35.1522419067989,27.0757190312315,23.3328104753302,22.5288318410005,16.5023297421439,17.0559208289582,0.690061162,43.9041493753971,109.405,109.95,109.98,110,110.11,110.095061162,-0.690061162,21,21,20,19,18,16,15,14,13,12,11,10
358780.5483,524333.13023,35.7376213766514,27.4237317053212,23.7096338044822,22.5078162203787,16.585955562188,17.3428552453155,0.7075331294,44.2544759467896,109.405,109.95,109.98,110,110.11,110.1125331294,-0.7075331294,20,19,19,18,17,16,15,14,13,12,11,10
358780.70286,524332.8208,36.3311988903816,27.8178552128803,24.1579244009307,22.4988114017315,16.7049392658629,17.7033382766801,0.7186544342,44.6016622647724,109.417,109.95,109.98,110,110.11,110.1356544342,-0.7186544342,22,21,20,19,18,17,16,14,13,12,11,10
358780.85961,524332.51558,36.8398209401273,28.2062724452587,24.6109055608615,22.5158266737856,16.837102254841,18.0625731031387,0.7216615698,44.9466464201,109.433,109.951,109.98,110,110.109,110.1546615698,-0.7216615698,20,19,19,18,17,16,15,14,13,12,11,11
358781.01658,524332.21002,37.2883189105483,28.5893424829898,25.0818204970312,22.568864525669,17.0692065948631,18.4826126402546,0.7075433231,45.2920354279483,109.449,109.952,109.98,110,110.108,110.1565433231,-0.7075433231,19,18,18,17,16,15,14,14,13,12,12,11
358781.17346,524331.9078,37.727722050401,28.996630153068,25.5818863713879,22.6369184561205,17.3115703481186,18.8604321881759,0.7373598368,45.6344311738879,109.463,109.953,109.98,110,110.107,110.2003598368,-0.7373598368,17,17,16,16,15,14,14,13,13,12,12,11
358781.32801,524331.60783,38.1056626149599,29.4216647141964,26.1267332093614,22.7430323556032,17.6046661911166,19.2408455164189,0.7364729866,45.973761676728,109.478,109.954,109.981,110,110.106,110.2144729866,-0.7364729866,17,17,17,16,15,15,14,14,13,13,12,12
358781.48432,524331.31241,38.4423329163767,29.8346013102561,26.6644247526786,22.8361490373862,17.8858450140014,19.5992094634704,0.7541182465,46.31002523184,109.493,109.955,109.982,110,110.105,110.2471182465,-0.7541182465,19,19,18,18,17,16,15,15,14,13,13,12
358781.65037,524331.02291,38.758265406421,30.2842654975438,27.2444751625407,22.9473185366684,18.1842913733522,19.903887034736,0.7428338429,46.6456318208143,109.505,109.956,109.983,110,110.104,110.2478338429,-0.7428338429,22,21,20,20,19,18,17,16,15,14,13,13
358781.81794,524330.73518,39.048188530954,30.737184069304,27.8291683144814,23.0655085098702,18.4707030052827,20.1945441982478,0.7479612639,46.9804506532351,109.517,109.957,109.984,110,110.103,110.2649612639,-0.7479612639,22,22,21,20,19,18,17,16,15,14,14,13
358781.99113,524330.45006,39.3271805212447,31.1898607434452,28.4173437345721,23.2187887722293,18.7350367314053,20.464883220097,0.7596228338,47.3158110796588,109.53,109.957,109.985,110,110.1,110.2896228338,-0.7596228338,23,22,22,21,20,19,18,17,16,15,14,13
358782.15594,524330.17815,39.5942583217792,31.6309315656058,28.9854338898613,23.3770893911277,18.972224564766,20.6912766603001,0.7514984709,47.6355284867282,109.535,109.957,109.986,110,110.097,110.2864984709,-0.7514984709,24,23,22,22,20,19,18,17,16,15,14,13
358782.31637,524329.93388,39.8098241604187,32.0144675182076,29.460430799667,23.5494593399921,19.1740767022885,20.884607489442,0.7410805301,47.9286266807017,109.54,109.957,109.987,110,110.094,110.2810805301,-0.7410805301,25,24,23,22,21,20,19,18,16,15,14,13
358782.4537,524329.70584,40.013028590632,32.3724082156151,29.90262860825,23.7309116726181,19.3811807958606,21.1122860309438,0.7412538227,48.1980073008871,109.542,109.956,109.988,110,110.092,110.2832538227,-0.7412538227,29,29,28,26,24,23,21,19,18,16,14,13
358782.58455,524329.48788,40.2223790754883,32.7283504049778,30.3311235664514,23.8692229986392,19.4247970663028,21.1063495382148,0.7447808359,48.4554086484393,109.544,109.955,109.989,110,110.09,110.2887808359,-0.7447808359,25,25,24,23,22,20,19,18,17,16,14,14
358782.71347,524329.26982,40.4527563220748,33.0869771887827,30.7287750291776,24.0296487905797,19.4643860643935,21.1103113399533,0.748664628,48.7120026921793,109.543,109.954,109.99,110,110.088,110.291664628,-0.748664628,23,23,22,21,20,19,18,17,16,15,14,14
358782.84179,524329.05889,40.6845714344874,33.4008377736375,31.048858529081,24.189163715468,19.458288864673,21.1590010777307,0.7320795108,48.9620587439944,109.541,109.953,109.99,110,110.086,110.2730795108,-0.7320795108,26,25,24,23,22,21,20,18,17,16,15,14
358782.97415,524328.86384,40.9367336112035,33.6992714311607,31.3393293852903,24.3276022549445,19.4176512061244,21.1401501376131,0.7366666668,49.2041213685058,109.539,109.952,109.99,110,110.084,110.2756666668,-0.7366666668,26,26,25,24,23,21,20,19,17,16,15,14
358783.09637,524328.67945,41.1692152090433,33.9084434615286,31.5031344269281,24.4259187302226,19.3729298371615,21.1292386072486,0.7735677881,49.4315896297956,109.536,109.951,109.99,110,110.082,110.3095677881,-0.7735677881,29,28,27,25,24,22,21,19,17,16,14,13
358783.21502,524328.50444,41.3734833512402,34.0842304014796,31.6098196996645,24.5423313615219,19.3454781784266,21.1312271043586,0.7885830786,49.6492620516955,109.533,109.95,109.99,110,110.08,110.3215830786,-0.7885830786,28,28,27,25,24,22,20,19,17,16,14,13
358783.32815,524328.33816,41.4962494252245,34.2018100566599,31.6445647580124,24.6427211966788,19.3068348511695,21.1014096335732,0.780988787,49.8566427610003,109.529,109.95,109.99,110,110.08,110.309988787,-0.780988787,29,28,27,26,24,22,21,19,17,16,14,13
358783.44238,524328.16219,41.5240698362688,34.243473396959,31.6018876537786,24.7964049734252,19.3261808060151,21.1332945748059,0.7983078492,50.0731338992298,109.525,109.95,109.99,110,110.08,110.3233078492,-0.7983078492,30,29,28,26,25,23,21,19,17,16,14,13
358783.57039,524327.97541,41.482178362829,34.225424545007,31.5056812464253,24.9561749222082,19.3791663585769,21.1672340994188,0.8193374108,50.307086558143,109.517,109.95,109.99,110,110.079,110.3363374108,-0.8193374108,26,26,25,24,22,21,20,18,17,15,14,13
358783.72204,524327.7833,41.3936920929177,34.1554899804609,31.3489867757048,25.0838128635785,19.4046537213257,21.125242473416,0.8182772681,50.55746478158,109.509,109.95,109.99,110,110.078,110.3272772681,-0.8182772681,24,24,23,22,21,20,18,17,16,15,14,13
358783.88864,524327.60129,41.27470974797,34.0576860549015,31.1627602533433,25.2435606239066,19.5196041587973,21.2155418127643,0.8401834863,50.8130496094785,109.501,109.95,109.99,110,110.077,110.3411834863,-0.8401834863,24,24,23,22,21,20,18,17,16,15,14,13
358784.06226,524327.43446,41.0449563301956,33.8849961393398,30.9274870728056,25.3460460791841,19.6060869835559,21.2900160035883,0.8583893986,51.0616012531259,109.496,109.95,109.99,110,110.076,110.3543893986,-0.8583893986,23,23,22,21,20,19,18,17,16,15,14,13
358784.23908,524327.28719,40.7919851737941,33.6897840158871,30.6798571365272,25.4023250477554,19.665074658602,21.2423200523562,0.8903465852,51.3002200537322,109.491,109.95,109.99,110,110.075,110.3813465852,-0.8903465852,23,22,22,21,20,19,18,17,16,15,14,13
358784.41993,524327.14644,40.4667391962057,33.4616435790929,30.4012409101668,25.454571899832,19.7199530090151,21.1957721639732,0.8937104996,51.5404502626088,109.48,109.95,109.99,110,110.073,110.3737104996,-0.8937104996,23,23,22,21,20,19,18,17,16,15,14,14
358784.61642,524327.00777,40.058293926268,33.2322440006678,30.1463610321031,25.4977604780686,19.7362040358319,21.0850995067266,0.880988787,51.7914704909171,109.47,109.95,109.99,110,110.071,110.350988787,-0.880988787,22,22,21,20,19,19,18,17,16,15,14,13
358784.8292,524326.87296,39.6095452232779,32.9726422024002,29.8696300020505,25.5208677585204,19.7321369801324,20.9179231703093,0.887706422,52.0525270722769,109.46,109.95,109.99,110,110.069,110.347706422,-0.887706422,20,20,20,19,18,17,17,16,15,14,14,13
358785.05832,524326.73567,39.1134471632779,32.6892311234113,29.5692765888883,25.5329264227981,19.7158796351139,20.766682683502,0.8953007136,52.3277038841897,109.45,109.95,109.99,110,110.067,110.3453007136,-0.8953007136,20,20,19,18,18,17,16,15,15,14,13,13
358785.30344,524326.60625,38.641669172053,32.4174917896596,29.2839655413082,25.4766317352946,19.6050658233077,20.4956486686103,0.8880530072,52.6078665303311,109.44,109.95,109.99,110,110.065,110.3280530072,-0.8880530072,21,21,20,20,19,18,17,16,15,14,13,13
358785.55378,524326.4819,38.1919379471911,32.1477092454672,29.0025590413584,25.3750981852241,19.4606029862112,20.1407682566637,0.8758511724,52.889599529406,109.441,109.95,109.99,110,110.063,110.3168511724,-0.8758511724,21,21,20,19,18,18,17,16,15,14,13,12
358785.80845,524326.3604,37.7500859742816,31.9075788467017,28.7565753404939,25.2856231868941,19.2826819147527,19.7744304535159,0.8829153925,53.1734821544515,109.442,109.95,109.99,110,110.061,110.3249153925,-0.8829153925,19,18,18,17,17,16,15,15,14,13,13,12
358786.06154,524326.23201,37.3281183026232,31.6479925888573,28.4858697881055,25.2082101404016,19.1068909133388,19.4474094752486,0.8615392457,53.4591761630411,109.443,109.95,109.99,110,110.059,110.3045392457,-0.8615392457,18,18,17,17,16,15,15,14,14,13,12,12
358786.31504,524326.10051,37.0198022440965,31.425206841818,28.2365894760702,25.135850558312,18.930144991767,19.0842685009595,0.8410397554,53.747035837894,109.444,109.95,109.99,110,110.057,110.2850397554,-0.8410397554,18,18,17,17,16,16,15,14,14,13,12,12
358786.57531,524325.95614,36.7415431317223,31.1934623424673,27.9594307495649,25.08560090928,18.7808868735742,18.7776217915958,0.8364424057,54.0467562317435,109.445,109.95,109.99,110,110.055,110.2814424057,-0.8364424057,19,19,18,18,17,16,15,14,14,13,12,12
358786.82746,524325.80607,36.5304334103153,30.9767920397113,27.6904830953428,25.0343566180492,18.6428905856992,18.5138053598837,0.8412130479,54.3409044913757,109.45,109.95,109.99,110,110.053,110.2912130479,-0.8412130479,20,20,19,18,18,17,16,15,14,13,12,11
358787.07771,524325.66113,36.4192938993483,30.7750143753098,27.4320599496893,24.9931805297889,18.4999806840105,18.3102849384833,0.8265545362,54.6313960880701,109.455,109.95,109.99,110,110.051,110.2815545362,-0.8265545362,21,20,20,19,18,17,16,15,14,13,12,11
358787.3176,524325.52541,36.3518290407946,30.5940062691673,27.191529749538,24.9610314324197,18.3530216561405,18.0293901877655,0.8235474007,54.9086933934657,109.46,109.95,109.99,110,110.049,110.2835474007,-0.8235474007,22,21,21,20,19,18,16,15,14,13,12,11
358787.55268,524325.40454,36.4023292078435,30.4580330934119,26.9923552295793,24.904782317687,18.1798938235825,17.7437348018681,0.821783894,55.1765906502227,109.465,109.95,109.99,110,110.047,110.286783894,-0.821783894,20,20,19,19,18,17,16,14,13,12,12,11
358787.77503,524325.29346,36.4966419855044,30.349338051656,26.8152058328591,24.8806724116063,18.046289982897,17.4955933166515,0.8346890927,55.4287607055547,109.47,109.95,109.99,110,110.045,110.3046890927,-0.8346890927,20,19,19,18,17,16,15,14,13,12,11,11
358787.9954,524325.18941,36.676096953066,30.2548575166703,26.6211122582222,24.8154108971379,17.8813968462889,17.2444389196134,0.836462793,55.6766621695146,109.468,109.95,109.99,110,110.044,110.304462793,-0.836462793,20,19,19,18,17,16,15,14,13,12,11,10
358788.21126,524325.08651,36.9285157735465,30.1792928197709,26.430770066458,24.7611869453683,17.7388820423646,16.979268395707,0.8398165137,55.9200557929739,109.466,109.95,109.99,110,110.043,110.3058165137,-0.8398165137,20,20,19,18,17,16,15,14,13,12,11,10
358788.43639,524324.98443,37.1939539430507,30.1167273771163,26.2524636754393,24.6888913390569,17.5903989951004,16.7135027698141,0.8422935779,56.1711086893971,109.464,109.95,109.99,110,110.042,110.3062935779,-0.8422935779,17,17,17,16,15,14,13,12,12,11,10,9
358788.6528,524324.89455,37.4120275354731,30.052696417664,26.0842444429857,24.6296561235929,17.4460011679301,16.5750089723032,0.8479408766,56.4083507183234,109.462,109.95,109.99,110,110.041,110.3099408766,-0.8479408766,16,16,15,14,14,13,12,12,11,10,9,9
358788.87473,524324.80752,37.6259256854968,29.9779744051336,25.9208606897094,24.5463233893714,17.2975634973318,16.3345745324595,0.8458205912,56.648865582444,109.461,109.95,109.99,110,110.04,110.3068205912,-0.8458205912,19,18,18,17,16,15,14,13,12,11,10,9
358789.10106,524324.71977,37.8451811996076,29.8990266695037,25.7487734200709,24.4951274041095,17.1441646537629,16.061835069305,0.8240978593,56.8935687776306,109.465,109.949,109.99,110,110.039,110.2890978593,-0.8240978593,19,19,18,17,16,15,14,13,12,10,9,8
358789.33499,524324.62684,38.058389283304,29.8076803056995,25.5675673533451,24.4519647792697,17.0191097752458,15.8533084639944,0.8345158002,57.1471667394609,109.469,109.948,109.99,110,110.038,110.3035158002,-0.8345158002,21,21,20,19,18,16,15,13,12,11,9,8
358789.56957,524324.53424,38.2663300285336,29.7062051210631,25.3840690040048,24.3816998201844,16.8709417916108,15.6364810365286,0.8166666666,57.4012808753303,109.473,109.947,109.99,110,110.037,110.2896666666,-0.8166666666,22,21,20,19,18,16,15,14,12,11,9,8
358789.79921,524324.44301,38.4536538460305,29.608413885268,25.2155426365925,24.3295133676576,16.7671956530653,15.4769995925781,0.8094189602,57.6503854803735,109.481,109.946,109.99,110,110.036,110.2904189602,-0.8094189602,23,23,22,20,19,17,16,14,12,11,9,8
358790.03451,524324.34583,38.6172643396299,29.4897414828849,25.0291038028037,24.2281493488415,16.6453140582824,15.3386547812891,0.8051783894,57.9071741177397,109.489,109.945,109.99,110,110.035,110.2941783894,-0.8051783894,24,24,23,21,20,18,16,14,13,11,9,8
358790.27479,524324.25184,38.6937992156692,29.373249644996,24.8671594195434,24.1549407055855,16.5426441115766,15.2475796419712,0.8224974515,58.1683845071449,109.497,109.944,109.99,110,110.034,110.3194974515,-0.8224974515,29,28,27,25,23,21,18,16,13,11,9,7
358790.50711,524324.15993,38.685212244207,29.2303856205604,24.7091815615515,24.0546500976793,16.4520734721149,15.1719992978382,0.8207339449,58.4217931400738,109.505,109.943,109.99,110,110.033,110.3257339449,-0.8207339449,26,25,24,23,21,19,17,15,13,11,9,7
358790.73086,524324.07154,38.6143687075173,29.0758833707398,24.5515573243299,23.9684005813088,16.3856764728569,15.107009523704,0.8345056065,58.6659549150094,109.503,109.942,109.99,110,110.032,110.3375056065,-0.8345056065,23,22,21,20,18,17,15,13,12,10,9,7
358790.96593,524323.97292,38.5159340877909,28.9014819578253,24.3763120200443,23.885163861126,16.3383846454943,14.9449795604872,0.8376860346,58.9249077617149,109.501,109.941,109.99,110,110.031,110.3386860346,-0.8376860346,18,17,17,16,15,14,12,11,10,9,8,7
358791.19495,524323.88426,38.3750089189089,28.7277243076681,24.2054428515234,23.8009508990066,16.305173001009,14.8628400614577,0.8440468909,59.174802836534,109.498,109.94,109.99,110,110.03,110.3420468909,-0.8440468909,16,16,15,14,13,13,12,11,10,9,8,7
358791.41262,524323.80194,38.1661871546882,28.5404130218902,24.037195940535,23.6996817428848,16.2750046226166,14.8056624946724,0.8611722731,59.4117084317917,109.492,109.94,109.99,110,110.03,110.3531722731,-0.8611722731,16,16,15,15,14,13,12,11,10,9,8,7
358791.61713,524323.74066,37.9425593984429,28.3711860232321,23.888971808759,23.6334939672672,16.2770154310111,14.6958370069749,0.9004383281,59.6351323932035,109.485,109.939,109.99,110,110.03,110.3854383281,-0.9004383281,16,16,15,14,14,13,12,11,10,9,8,7
358791.82838,524323.68621,37.7140705623863,28.2078538938129,23.7447495281242,23.5492830752516,16.2961195847035,14.657801395991,0.8979714576,59.8643029768861,109.478,109.938,109.99,110,110.03,110.3759714576,-0.8979714576,16,16,15,14,13,13,12,11,10,9,8,7
358792.05405,524323.63163,37.4859794665301,28.0424504934535,23.5846838659194,23.4841105724187,16.292098471132,14.5303409242605,0.90362895,60.1078927122583,109.467,109.937,109.99,110,110.03,110.37062895,-0.90362895,15,14,14,13,12,12,11,10,9,9,8,7
358792.28028,524323.59163,37.2730823277309,27.8894473713837,23.4350546966799,23.426981403978,16.2649767962325,14.3488755657721,0.89108053,60.349589449985,109.456,109.936,109.99,110,110.03,110.34708053,-0.89108053,14,14,13,13,12,11,10,10,9,8,8,7
358792.50237,524323.54554,37.0870669302401,27.7455454241108,23.2975031084454,23.3999280294089,16.2438911617783,14.1580755456658,0.8734046891,60.5884847707305,109.439,109.935,109.99,110,110.029,110.3124046891,-0.8734046891,9,9,8,8,8,8,7,7,7,7,6,6
358792.73258,524323.50416,36.9467054917322,27.6266671350319,23.1727175635381,23.3979239252678,16.2117693754754,13.9656912740042,0.8620998981,60.8327115096645,109.422,109.934,109.99,110,110.028,110.2840998981,-0.8620998981,16,16,15,15,14,13,12,11,10,9,8,7
358792.96021,524323.4874,36.8476072106123,27.5201046073971,23.0527177437397,23.4089493128456,16.1195015901038,13.7321376642997,0.8513251784,61.073882674703,109.415,109.933,109.99,110,110.027,110.2663251784,-0.8513251784,16,16,15,14,13,12,11,10,9,8,8,7
358793.18443,524323.49793,36.8056113478866,27.4351774220498,22.9496163421644,23.3778954253897,15.9691688065883,13.4752027992762,0.8301427115,61.310255202915,109.408,109.932,109.99,110,110.026,110.2381427115,-0.8301427115,17,17,16,15,14,13,12,11,10,8,7,7
358793.40499,524323.50816,36.8205905055871,27.3743218005797,22.8708757877935,23.3448385340832,15.7788032107994,13.1989337725952,0.8236085626,61.5431358189241,109.406,109.929,109.99,110,110.025,110.2296085626,-0.8236085626,18,17,17,16,15,13,12,11,10,8,7,6
358793.63459,524323.51931,36.8676557043665,27.3339131307238,22.805328519288,23.313791831613,15.5935360073537,12.9305269679163,0.8001325178,61.7843156950346,109.404,109.926,109.99,110,110.024,110.2041325178,-0.8001325178,19,18,17,16,15,14,13,11,10,8,7,6
358793.8615,524323.5178,36.9173023940574,27.2950447405136,22.7418548468665,23.2276515052178,15.3452192851534,12.6443137066386,0.7398674822,62.0212708720208,109.403,109.924,109.99,110,110.023,110.1428674822,-0.7398674822,21,20,19,18,16,15,13,12,10,9,7,6
