x,y,VCP1.48f10000h0.2,VCP2.82f10000h0.2,VCP4.49f10000h0.2,HCP1.48f10000h0.2,HCP2.82f10000h0.2,HCP4.49f10000h0.2,depth,distance0,distance,dist,Z.m.,Stage(m),H20cm(m),H50cm(m),H100cm(m),elevation
358802.38093,524323.68811,34.5879142279803,23.8996032514988,19.5526667785705,19.0941660339211,11.1726814266142,8.93020852732293,0.706,0.236945305534795,70.8560924529864,70.7865971628682,109.476,109.91,109.99,109.99,110.045,110.1863567787
358802.68948,524323.72736,34.1665477065644,23.7372225553754,19.3358466060307,19.1623712202693,11.1146211923159,8.79914876924604,0.702,0.297627000784495,71.1688493856481,71.1013952104737,109.479,109.91,109.989,109.99,110.046,110.1805290519
358802.98853,524323.76358,33.885237544471,23.6017554610328,19.1727385400151,19.3457389653913,11.1296711114141,8.80865883756702,0.698,0.34488209162597,71.592694368731,71.4063138609662,109.478,109.91,109.988,109.99,110.047,110.1802324158
358803.28562,524323.80995,33.9369726722118,23.5730467963514,19.176389877442,19.4329045290345,11.1036401679903,8.777329995724,0.688,0.353955478866753,71.9054692181728,71.7090452268672,109.477,109.91,109.987,109.99,110.048,110.1725249744
358803.58607,524323.85763,34.0946156511064,23.5866104447272,19.2454037636842,19.5526521685713,11.1074647478057,8.73329514546267,0.671,0.358773188183202,72.2205075856404,72.015351803606,109.478,109.911,109.986,109.991,110.05,110.1456452598
358803.90008,524323.91742,34.3322995072852,23.6349559992634,19.3584227675531,19.6609601264056,11.114803801477,8.68179837457733,0.662,0.35418049731448,72.5339425372862,72.3383066646374,109.479,109.912,109.985,109.992,110.052,110.1413547399
358804.2214,524323.98817,34.6459470839147,23.7262564368134,19.5067317506867,19.7549234861387,11.1048522051581,8.6357348429795,0.652,0.330153768191838,72.8628660439621,72.6696099149023,109.48,109.913,109.984,109.993,110.053,110.1353007134
358804.54134,524324.06126,34.7122426751889,23.7253048207444,19.5109758270438,19.8126218861671,11.0823409007485,8.58788277467947,0.642,0.324206945813027,73.083667929648,72.9999431331499,109.481,109.914,109.983,109.994,110.054,110.126249745
358804.86325,524324.12498,34.7608147661336,23.7066104995297,19.4487786484327,19.7880536225073,11.0726115015386,8.55490504877788,0.626,0.30837866904109,73.5254043954462,73.3308224876811,109.482,109.915,109.982,109.995,110.055,110.1180754331
358805.18684,524324.18413,34.7636685503371,23.6809406576803,19.3714229753675,19.7043441241944,11.0880854677844,8.5654517495194,0.608,0.308563977637831,73.8534425934266,73.6622526538824,109.484,109.916,109.981,109.996,110.056,110.1033170233
358805.50507,524324.246,34.7268804975206,23.6154063538735,19.2641457628646,19.6441195431596,11.0553925821028,8.55249470985627,0.581,0.316838847363891,74.1792324969368,73.9891065678878,109.486,109.917,109.98,109.997,110.057,110.0832477063
358805.84762,524324.319,34.6692644553539,23.5418748141604,19.1756902360732,19.6538225040136,11.0217347778801,8.52372979255349,0.568,0.323902022519085,74.5261346201359,74.3413057172833,109.492,109.918,109.98,109.998,110.058,110.0797166156
358806.18004,524324.389980001,34.528643277627,23.3746821602995,19.0363490048389,19.7422517005258,10.902225851141,8.40695222334748,0.558,0.347439842559406,74.8797937871577,74.6831891674427,109.498,109.919,109.98,109.999,110.059,110.073188583
358806.51495,524324.46282,34.3572944730391,23.2514151795927,18.9377445460777,19.8011693681292,10.8877192790455,8.37701591680618,0.555,0.350961684162257,75.2252938162424,75.0278382591128,109.504,109.92,109.98,110,110.06,110.0754882772
358806.84929,524324.53255,34.2004164424985,23.1606546857043,18.8586344946201,19.9031409022033,10.8813096713911,8.40041786490891,0.549,0.337352145186785,75.5657892221911,75.3713114562854,109.513,109.92,109.98,110,110.061,110.0791977573
358807.1775,524324.59122,33.96688362322,23.0717250604928,18.7573930788377,19.7973014477846,10.7960718142307,8.3751171361131,0.549,0.311227578746973,75.8935511666344,75.7056375811038,109.522,109.92,109.98,110,110.062,110.0896146788
358807.48956,524324.64903,33.6849139575981,22.9576120669443,18.6203336702286,19.6547374503406,10.6846188159589,8.38943200750401,0.548,0.272342773637201,76.1918225746252,76.0245592934055,109.532,109.92,109.98,110,110.063,110.0978511722
358807.78722,524324.7102,33.5738235549092,22.916369659132,18.5635569962612,19.5596661473553,10.6204729141616,8.3685469358465,0.547,0.246906740092795,76.4465255700433,76.3311323649781,109.542,109.92,109.98,110,110.064,110.1083812435
358808.07053,524324.7794,33.2860700247757,22.8163719876417,18.3947861008403,19.5414164585776,10.5655199769968,8.48841390662106,0.546,0.312966366174784,76.76516863811,76.6249966090386,109.552,109.92,109.98,110,110.065,110.1167910294
358808.34242,524324.84758,33.0307046942115,22.7081320101374,18.2521493768773,19.4575197423366,10.542696769766,8.43565589889594,0.542,0.271664833168784,77.1180841469241,76.9074523051381,109.568,109.92,109.98,110,110.066,110.1308440366
358808.60161,524324.9151,32.9241016796465,22.6751975014207,18.2214622404364,19.3847721419304,10.6249212049309,8.41459384833632,0.545,0.218234824834717,77.2989286483415,77.1777658820924,109.584,109.92,109.98,110,110.067,110.13890316
358808.82305,524324.98598,32.7184196527794,22.610484491072,18.1760065229571,19.2718576419591,10.6606640548216,8.37770839798108,0.534,0.198752339977174,77.5232846410592,77.4140448575267,109.597,109.92,109.98,110,110.068,110.1464393476
358809.04743,524325.06217,32.5129226289281,22.5246810895755,18.1409136010925,19.1502461916597,10.7334253930794,8.35860505005881,0.527,0.218547820742178,77.755246405608,77.6543875567962,109.61,109.92,109.98,110,110.069,110.1400509684
358809.26367,524325.14289,32.2582111583548,22.4076772150886,18.0866140976191,18.9354337883149,10.7692448635838,8.38117141203558,0.52,0.233483875645362,78.0642636008597,77.8882859509344,109.623,109.92,109.98,110,110.07,110.1488205913
358809.48025,524325.23662,31.9612029637412,22.263205335573,18.011495146007,18.7936590626799,10.743823874616,8.42715406222868,0.514,0.231845486143589,78.2994323010669,78.126959829818,109.634,109.92,109.98,110,110.071,110.1624607544
358809.70676,524325.34528,31.5959125660173,22.0649200270317,17.916216788893,18.7132622215648,10.7344476534082,8.46733307390379,0.501,0.238508560520207,78.5510437765231,78.3799425103804,109.645,109.92,109.98,110,110.072,110.1528287463
358809.9562,524325.45429,31.1806126938673,21.8761401413764,17.8313884244776,18.6703092401212,10.6911910979472,8.54951610064288,0.488,0.266222049305828,78.8256856777773,78.6547933372564,109.655,109.92,109.98,110,110.073,110.1499643222
358810.21736,524325.56219,31.0295362560405,21.7940083116348,17.7886073357105,18.6885805770677,10.5991876926923,8.53163415401211,0.475,0.26955704942865,79.0994790619137,78.9399631262013,109.665,109.92,109.98,110,110.074,110.1500866464
358810.48681,524325.67002,30.8895408453393,21.6327910762586,17.6808636502435,18.7424140663282,10.569660590527,8.53481198162937,0.463,0.316165669441315,79.3130989978283,79.2329752920322,109.68,109.92,109.979,110,110.075,110.1494087667
358810.75639,524325.77997,30.5856031836488,21.3975682130659,17.5543223567124,18.7510779733018,10.555844002008,8.57941823502354,0.454,0.341154589214297,79.7215052361434,79.5266391407935,109.688,109.92,109.978,110,110.076,110.1475412845
358811.03434,524325.89918,30.3719646956023,21.2332460744387,17.4660200990477,18.7252175105109,10.5698810358249,8.60622895235288,0.446,0.35290932450379,80.0438194206919,79.8321402819891,109.697,109.92,109.977,110,110.077,110.1458277269
358811.32367,524326.01506,30.203818844948,21.1188532181171,17.4063207720727,18.6678985870958,10.5912249853774,8.61685920260766,0.444,0.344460594370083,80.335051503639,80.1461703340887,109.706,109.92,109.976,110,110.078,110.1465504588
358811.61912,524326.12866,29.9744589120507,20.9707977227723,17.3136560204566,18.5272151478436,10.6352545367913,8.69232782941033,0.434,0.309098761067055,80.6542824582808,80.4655704730297,109.715,109.92,109.975,110,110.079,110.1582313966
358811.92266,524326.24385,29.90732975543,20.9221475278684,17.2795836271739,18.4338377160353,10.6251204536619,8.69229087943988,0.426,0.297561960128945,80.8798513037655,80.7930546113279,109.727,109.921,109.974,110.001,110.081,110.1536666667
358812.22869,524326.34934,29.4003259116357,20.5349652721542,16.997985656785,18.2776659445272,10.603804449744,8.68409049529135,0.424,0.305663735277106,81.2007545489275,81.1191810141416,109.736,109.922,109.973,110.002,110.082,110.1586197758
358812.53547,524326.44292,28.7771125454652,20.1976868172169,16.7496765457044,18.1196512632944,10.5669961561437,8.68921694729452,0.426,0.318054826398032,81.52152210375,81.4420072901076,109.746,109.923,109.972,110.003,110.083,110.1713007136
358812.83336,524326.54047,27.8887681041831,19.8955981727933,16.5406970721293,17.952795618656,10.4598898422626,8.68478870958255,0.427,0.328228036228313,81.9572248987509,81.7575146677247,109.756,109.924,109.971,110.004,110.084,110.1838083589
358813.12825,524326.6395,27.5284871549284,19.835463862939,16.507215841328,17.9378896396303,10.4200819011422,8.70045964982674,0.432,0.332495806220314,82.1502531133524,82.0706938958746,109.766,109.925,109.97,110.005,110.085,110.1878552498
358813.41725,524326.73035,27.1679169018248,19.8513559255445,16.5191626368481,17.915981248475,10.3896184979703,8.69676570847512,0.44,0.333610523121082,82.4591870720897,82.3767875497464,109.779,109.926,109.97,110.006,110.086,110.2148103976
358813.72018,524326.82641,26.844336671089,19.9224982056935,16.570005920747,17.7803372237371,10.3325547653464,8.63680242135141,0.449,0.324037656409844,82.8875923271632,82.6977326383126,109.792,109.927,109.97,110.007,110.087,110.2280244649
358814.02824,524326.91853,26.5654717036108,19.8394568550827,16.5216051614195,17.6176833861193,10.3069000923816,8.58241566997025,0.468,0.310283713398899,83.2113213982938,83.0213372071742,109.804,109.928,109.97,110.008,110.088,110.2417879715
358814.34218,524327.02929,26.1503819569847,19.6584948765308,16.4179463700106,17.3065499169371,10.2602630318094,8.62006082637228,0.478,0.294284159251586,83.5402315795517,83.3594467079949,109.818,109.929,109.97,110.009,110.09,110.2522609582
358814.65009,524327.15146,25.80369455659,19.4683071229239,16.295310715129,17.1082963494,10.2659970106048,8.607511395849,0.49,0.278790389679496,83.7511873374238,83.6963039495825,109.833,109.93,109.97,110.01,110.092,110.2723679918
358814.95679,524327.28377,25.2501224080336,19.2497760731235,16.1861572721526,16.9977056099343,10.1924097185167,8.63993945756167,0.497,0.3356561489642,84.2116102426402,84.0369761642978,109.846,109.93,109.97,110.01,110.093,110.304786952
358815.26149,524327.41977,24.938818922835,19.1383359418343,16.1531368716355,16.9767683080855,10.155087761215,8.67640617587323,0.502,0.326615449184931,84.5636493689889,84.3768294923296,109.859,109.93,109.97,110.01,110.094,110.3114770641
358815.5608,524327.57896,24.6603537906639,19.0696684571967,16.1742214662821,16.9894397577763,10.145592424148,8.72062724916602,0.51,0.290443086958092,84.8886918525806,84.7233027469495,109.871,109.93,109.97,110.01,110.095,110.3349347603
358815.86403,524327.74368,24.401805561624,19.0137264343681,16.1971734694369,16.9726921488096,10.1434130087102,8.72845659032699,0.519,0.276344947553758,85.1811895051124,85.07570979856,109.887,109.93,109.97,110.01,110.096,110.3627390416
358816.17024,524327.91594,23.9916488862021,18.9140288665781,16.2010805170315,16.8790810288622,10.1089659662863,8.7345293215214,0.522,0.316330087818394,85.5207083084292,85.4342369178191,109.903,109.93,109.97,110.01,110.097,110.3907268092
358816.48994,524328.08017,23.5658509115481,18.7886231132335,16.1604340231299,16.7728598343674,10.0959560193578,8.78577078650107,0.52,0.343236035141265,85.8894987327668,85.8069977721138,109.911,109.93,109.97,110.01,110.098,110.3922028541
358816.798,524328.25452,23.2131447137832,18.6562485252616,16.1089961804571,16.6481560323313,10.071441365995,8.82292087611926,0.516,0.355674146113051,86.2313992056153,86.1744525499381,109.911,109.931,109.97,110.01,110.1,110.3976666665
358817.11047,524328.41715,22.7631301842866,18.4210091813661,16.0058057421581,16.4461888504023,10.0998899436451,8.83708233278695,0.499,0.368381132578983,86.7512967839904,86.5434292350515,109.911,109.932,109.97,110.01,110.102,110.3946697246
358817.40133,524328.58331,22.588647487288,18.262997290541,15.9366226625359,16.2805759410018,10.1117490145177,8.80594266277716,0.497,0.362963293517582,87.0990648972825,86.9018466489118,109.909,109.933,109.97,110.01,110.103,110.4092752292
358817.69812,524328.71492,22.5513660671813,18.2031748021699,15.9031593365473,16.16346033567,10.0986716922334,8.81277505022446,0.498,0.362149942242212,87.3310862525947,87.2650536158039,109.905,109.934,109.97,110.01,110.104,110.4043985728
358817.99275,524328.82029,22.6059610710622,18.1078359470898,15.8590992651168,16.0524035709159,10.0455152986164,8.74883078566574,0.509,0.367795237376425,87.6702306843468,87.6190528450373,109.9,109.935,109.97,110.01,110.105,110.3992252803
358818.27978,524328.93174,22.8656597394338,18.0134882915704,15.8223784922524,16.0130062059775,9.98574913868002,8.65344709026876,0.513,0.361455162365106,88.1417659402908,87.9693851692011,109.895,109.937,109.969,110.011,110.107,110.4169673802
358818.57832,524329.00625,23.3259612013592,17.9989021325789,15.8538795164577,16.0613956959734,9.97457309906558,8.56223173204702,0.507,0.367739201401994,88.4369439405644,88.3195865643219,109.89,109.939,109.968,110.012,110.109,110.4103771662
358818.88456,524329.064,23.4502973927815,17.9969806218254,15.8386562556831,16.0066771178037,10.0058016325442,8.47350922233891,0.496,0.347029539826578,88.955564979757,88.6730601664968,109.881,109.941,109.967,110.013,110.111,110.377595311
358819.19452,524329.12795,23.5654510835869,17.9948828675903,15.8334413016524,15.9546043712787,10.0376251540523,8.443622667976,0.486,0.319316805565146,89.1771075720184,89.0331222362931,109.87,109.943,109.966,110.014,110.113,110.3600713559
358819.4976,524329.22902,23.6907985353039,17.9841147916152,15.8134388752085,15.7961441219255,10.0330582335025,8.43343401249609,0.478,0.302769033815226,89.613231255708,89.397333112152,109.859,109.945,109.965,110.015,110.115,110.3462579002
358819.8051,524329.33083,23.9609101427696,18.0250664616119,15.8361666028958,15.7450831201244,10.0103000075359,8.36413599401818,0.468,0.352174550152593,89.8110176854948,89.7654561558694,109.858,109.947,109.964,110.016,110.116,110.3309867483
358820.10545,524329.45118,24.0095851608896,18.0304795660397,15.8025638408813,15.8308436857522,9.92712039518623,8.29524502681866,0.463,0.383675903284071,90.3465711062633,90.1329901285355,109.858,109.952,109.963,110.017,110.116,110.3258797147
358820.4173,524329.56886,23.9095213960839,18.0273726925622,15.7601026540066,15.9492299930854,9.85477235409095,8.242733696575,0.46,0.402296395240316,90.764625101714,90.5044256173972,109.858,109.957,109.962,110.018,110.116,110.3200591235
358820.71359,524329.71528,23.6537728999661,18.0047006356405,15.6944953976434,16.0070346067895,9.76268918573661,8.19566193394048,0.449,0.406326112438788,91.1435898815092,90.8598461918688,109.858,109.962,109.961,110.019,110.116,110.3142487259
358821.01121,524329.8786,23.5409593891159,17.9980510211493,15.6655908928007,15.9956832377105,9.70852847961825,8.1766517932291,0.431,0.405257395236062,91.3321553188055,91.2190753356747,109.858,109.967,109.96,110.02,110.116,110.2987441387
358821.30152,524330.05523,23.3972522366866,18.0147475593267,15.6096024178774,15.7997461828215,9.52725416819118,8.11012781355229,0.421,0.377562385922263,91.7954341014997,91.5842074503652,109.863,109.971,109.96,110.02,110.115,110.2836422019
358821.57717,524330.26416,23.2690929081862,18.0226898052811,15.562060670515,15.5788512706987,9.39854525245287,8.0312513987249,0.419,0.364318140994013,92.0404932892523,91.943941388925,109.868,109.975,109.96,110.02,110.114,110.2770112131
358821.84479,524330.47794,23.2266764788007,18.0373462512063,15.4972768080278,15.277772824156,9.24975187570746,7.9743773114167,0.423,0.36325477714263,92.4127682929793,92.296124311226,109.873,109.979,109.96,110.02,110.113,110.297332314
358822.10943,524330.6725,23.5298306825923,18.0543719194143,15.4470510687188,15.1740645430153,9.08703344354766,7.93521338808134,0.43,0.299729772341743,92.7119302103637,92.6377070828269,109.88,109.983,109.96,110.02,110.112,110.3110295617
358822.36718,524330.83095,23.5932595261024,18.0337862420423,15.3844418424172,15.1165494864717,9.05353576252647,7.99712058992337,0.433,0.323122742543951,93.0120405403039,92.9614967333419,109.89,109.993,109.96,110.019,110.11,110.3182059124
358822.60154,524330.97437,23.5624617509256,17.9980596980783,15.3346780703526,15.0705995932194,9.03712400870064,7.98566671255872,0.437,0.323217918319037,93.3200304291156,93.2577599839281,109.898,110.002,109.96,110.018,110.108,110.3364199797
358822.82955,524331.10572,23.4242555651142,17.9395249450677,15.2850081198983,15.0381118727021,9.03263118686675,7.99843480257248,0.439,0.328039125359387,93.655723407253,93.5426903921822,109.905,110.008,109.96,110.017,110.107,110.3457135576
358823.05181,524331.1974,23.0966839342893,17.8265452391907,15.2152530498228,14.9700436516372,9.07393067714323,8.01613365758822,0.437,0.287699564848987,94.0952754489169,93.8099394046569,109.912,110.014,109.96,110.016,110.106,110.344609582
358823.27909,524331.28414,22.7593758633267,17.7106271255528,15.1466538465917,14.932854377875,9.15357955319349,8.08164666473101,0.442,0.262188483502329,94.3354899308257,94.0794970956853,109.919,110.019,109.959,110.015,110.104,110.3553098878
358823.50619,524331.36364,22.5494718472105,17.6280285783925,15.0992417865613,14.8830390860448,9.17094869966136,8.09354793019091,0.449,0.216593405659687,94.5425725019058,94.3467099192353,109.926,110.024,109.958,110.014,110.102,110.3734006116
358823.73833,524331.4283,22.3534074130442,17.4873636201552,15.0110149377501,14.8982894225796,9.20208141733858,8.08182085507008,0.458,0.217565469249754,94.7083409716661,94.6052900048636,109.928,110.029,109.957,110.013,110.1,110.3843914373
358823.9714,524331.47692,22.2268690545994,17.3758395049823,14.9354749898815,14.9410015662917,9.22807371001117,8.08382713263591,0.462,0.22385036732277,94.9535204665992,94.8559852642897,109.93,110.034,109.956,110.012,110.098,110.3900917431
358824.18875,524331.53726,22.1120123100854,17.2250458960744,14.8378269393428,15.0602321260237,9.26906897198947,8.12982646978857,0.469,0.24056835584174,95.2828635215511,95.0979583865992,109.932,110.039,109.955,110.011,110.096,110.4024994903
358824.38571,524331.59255,22.0463371041106,17.1297710497766,14.7833333898471,15.1309827991939,9.28492088280031,8.14071460310788,0.469,0.258214320007687,95.4109822232538,95.3191589155179,109.934,110.044,109.954,110.01,110.094,110.4073231396
358824.56932,524331.65954,21.9793170165043,16.9720617645205,14.6857526223936,15.2471672358932,9.31397478711948,8.1612859454996,0.481,0.267228668775572,95.655637812521,95.5272808621962,109.922,110.043,109.953,110.008,110.092,110.397443425
358824.77239,524331.72335,21.9257943993781,16.7854797200262,14.5700716700594,15.3335255691899,9.31128008511188,8.13631043870182,0.491,0.250004860027367,95.942880502654,95.7516691822265,109.91,110.042,109.952,110.006,110.09,110.3981447502
358824.97661,524331.79549,21.7677364567267,16.6552832658369,14.489009376142,15.3350131281609,9.47672822206651,8.2977265037273,0.5,0.23720863491103,96.1711770883907,95.9809859569719,109.898,110.041,109.951,110.004,110.088,110.4023527013
358825.17546,524331.88122,21.4907389869209,16.5649479008473,14.463217880839,15.1168104125199,9.44846926023588,8.2442527367501,0.509,0.181330934693665,96.4102496612909,96.2034989299749,109.886,110.04,109.95,110.002,110.086,110.3943995923
358825.37342,524331.97571,21.4456366737344,16.5494009727787,14.4625536864635,14.9135090308348,9.37104831174694,8.33081245374797,0.515,0.143867467574166,96.5334087061972,96.4292938820747,109.875,110.04,109.95,110,110.085,110.393440367
358825.56483,524332.08381,21.109736102668,16.5026713442621,14.4571200997122,14.8628893413944,9.28130936134824,8.07500114895978,0.52,0.231390643288895,96.7504398991058,96.6550433530143,109.86,110.038,109.95,109.998,110.083,110.3826707441
358825.76703,524332.19458,20.6670634860929,16.4782774155126,14.4484996440553,14.7664008703504,9.27207210540999,8.14438885286198,0.522,0.251599778772862,97.0918677513688,96.8911972301558,109.845,110.036,109.95,109.996,110.081,110.3636136595
358825.97292,524332.30903,20.3126441424352,16.469675559255,14.4368194673726,14.804832695202,9.288018477785,8.15286312847236,0.53,0.222865857705321,97.2960247649799,97.1320944686334,109.828,110.034,109.95,109.994,110.079,110.3557777777
358826.18222,524332.39523,19.9431810697585,16.4712190199025,14.4269191071112,15.0309327169797,9.3498533413663,8.18473326694208,0.532,0.252702649253125,97.4866618276879,97.3717455625621,109.811,110.032,109.95,109.992,110.077,110.3423047909
358826.40902,524332.48891,19.9683016235049,16.4824490908892,14.4015865114644,15.1405045455738,9.37658267623044,8.29699660131242,0.541,0.280796391593433,97.6967412435579,97.6298645432948,109.794,110.03,109.95,109.99,110.075,110.3251213047
358826.65489,524332.5846,19.9017537855899,16.420415172992,14.308331380767,15.1979762943593,9.44179536685507,8.40530517436078,0.544,0.305224194011052,98.1050030457908,97.9067467913096,109.788,110.028,109.95,109.99,110.074,110.3309255861
358826.90206,524332.69256,19.77966476671,16.3510586508313,14.2645410585061,15.1294003578291,9.47309811318802,8.46731437070858,0.554,0.308292508708975,98.4167313111839,98.1893623390184,109.783,110.026,109.95,109.989,110.071,110.3246819572
358827.14882,524332.80305,19.4688364224838,16.2778024030928,14.2959272837991,14.9953810467325,9.47134836593593,8.49904548403977,0.567,0.27354384789633,98.7020386919902,98.473164125852,109.778,110.024,109.95,109.988,110.068,110.3300897044
358827.418,524332.92839,18.8439815111857,16.2702674413716,14.4121550683378,14.9768616939676,9.46384352042443,8.4871995164736,0.574,0.275941519223091,98.8843105813742,98.7834014220502,109.773,110.022,109.95,109.987,110.065,110.3444882773
358827.69755,524333.05827,18.7459344912486,16.2922072346566,14.4869847694977,14.9189920164226,9.48123062030421,8.46879260241719,0.581,0.293033850697827,99.1711169635235,99.1047422743309,109.768,110.02,109.95,109.986,110.062,110.3410784914
358827.98731,524333.18564,19.727508533249,16.4460915092192,14.5776183432843,14.8618959844858,9.59588210160524,8.50212477860302,0.59,0.325372334898759,99.641929841698,99.4332691295616,109.756,110.018,109.949,109.984,110.059,110.3345524976
358828.28235,524333.31334,20.9850471040936,16.6052196535176,14.6196354841472,14.7471027046348,9.64684892734708,8.56157021519697,0.6,0.329966539359221,99.970539842998,99.7665598028174,109.743,110.016,109.948,109.982,110.056,110.3384841999
358828.57921,524333.45197,21.5690685343032,16.7550356263166,14.6876036890905,14.8259327213393,9.78699836315852,8.64339585476153,0.606,0.376614690545839,100.327548931599,100.10690816548,109.732,110.014,109.947,109.98,110.053,110.3341916413
358828.88905,524333.62219,21.6902523932971,16.8859271813124,14.747777791952,14.9200655903497,9.81230766888904,8.66406639582395,0.614,0.382544407306693,100.68107083243,100.46339013339,109.718,110.012,109.946,109.978,110.049,110.3237186546
358829.20468,524333.8007,21.3692776444784,16.949002455687,14.7595710483966,15.1445288056988,9.83189919469126,8.65232643123457,0.62,0.382079955247181,101.045768205666,100.828253200409,109.704,110.01,109.945,109.976,110.045,110.3187196739
358829.52529,524333.9942,21.1715129504585,16.9543103336617,14.7294176214673,15.2721093863993,9.79963503175447,8.68521532746802,0.627,0.389258276473143,101.284456963712,101.203672066808,109.69,110.008,109.944,109.974,110.041,110.3080733946
358829.84926,524334.19044,21.6173456903348,17.0769331836158,14.7146313489141,15.4636988513955,9.73677779216197,8.64319572557566,0.636,0.387994037363499,101.803228274755,101.583392635891,109.675,110.005,109.943,109.973,110.039,110.3034913354
358830.16888,524334.39377,22.193817845514,17.1775072155817,14.7305549159762,15.5316310252715,9.73560294542511,8.54749460667026,0.65,0.38136455088994,102.048510941317,101.965188698978,109.66,110.002,109.942,109.972,110.037,110.316401631
358830.46516,524334.59843,23.8908437022397,17.451976939404,14.7970547274661,15.5520093672845,9.69114071726608,8.43338916993312,0.66,0.379817825345982,102.410974938759,102.329830767339,109.646,109.999,109.94,109.97,110.034,110.2987013251
358830.75406,524334.80816,26.0618006654857,17.8107166168216,14.9064503474117,15.4553516535361,9.61480412291852,8.35097069203374,0.669,0.378556372675435,102.765868401193,102.692052288702,109.632,109.996,109.938,109.968,110.031,110.2975759428
358831.03784,524335.02369,27.9116827663644,18.1748977985137,15.0595236661045,15.2165981858434,9.51849293034285,8.22524314311986,0.673,0.375614515828206,103.278776899099,103.053109926949,109.628,109.994,109.937,109.967,110.028,110.3022201833
358831.31178,524335.23486,27.9444209677424,18.2909530364621,15.1635757748618,15.0433229187747,9.4519841291653,8.07190516104784,0.675,0.352301057750123,103.646398430855,103.403436869569,109.625,109.992,109.936,109.966,110.025,110.2990468908
358831.58294,524335.43622,27.4115367983524,18.290318934485,15.2050018927299,15.0489227049584,9.43312547981238,7.95749951521419,0.673,0.320272106988716,103.856517821452,103.746281410394,109.622,109.99,109.935,109.965,110.022,110.301867482
358831.85116,524335.63297,25.7646134614104,18.1231450801889,15.156509365455,15.409357489601,9.42499173013798,7.90958509485519,0.669,0.317881711322541,104.166875954675,104.084257950278,109.624,109.988,109.934,109.964,110.02,110.2901060141
358832.11904,524335.82806,24.1822523493932,17.9518240870911,15.0923714783064,15.8287646274426,9.50053349903193,7.91330656213719,0.668,0.331186109954145,104.504362834316,104.421228699375,109.626,109.986,109.933,109.963,110.018,110.2899857287
358832.38131,524336.00966,22.7808102912885,17.8241317625381,15.0608804401568,16.2854352754357,9.5936909531601,7.91737490999547,0.667,0.329776589777363,104.973069330716,104.747420308643,109.63,109.983,109.932,109.961,110.014,110.299102956
358832.63522,524336.18373,22.6423795222935,17.8257278792376,15.0809130802969,16.3774229765025,9.58368528479704,7.86577599055199,0.666,0.317012565767839,105.164013203277,105.062582752717,109.634,109.981,109.931,109.959,110.01,110.3105137613
358832.89767,524336.33769,22.7659654198323,17.8648861658931,15.1478448237751,16.4945366174353,9.58936025486376,7.80669683760699,0.66,0.323703790320675,105.466413642458,105.373638213815,109.638,109.979,109.93,109.957,110.006,110.2710886849
358833.18211,524336.47253,23.4160122315412,17.9694673652281,15.2663726797118,16.6688553278259,9.61998726429723,7.72849446162527,0.661,0.325651174647688,105.908085570718,105.695904200504,109.64,109.977,109.93,109.956,110.003,110.2607441386
358833.47016,524336.60159,24.0391687705231,18.06653007784,15.3418455354794,16.8310033429516,9.67144244980684,7.67685344166893,0.664,0.319689726792693,106.221555884731,106.017074355899,109.642,109.975,109.93,109.955,110,110.2512762487
358833.76345,524336.71429,24.8072658760328,18.2090487218556,15.4006835985535,16.9617260613559,9.673553025068,7.60252149151019,0.671,0.299012451589152,106.527058850644,106.33608168643,109.643,109.973,109.93,109.954,109.997,110.2526228338
358834.05628,524336.83571,25.2651787915119,18.3425617901606,15.4188001472807,17.0442308790433,9.6716210186372,7.54416876636839,0.677,0.299986673071204,106.750527111576,106.659816622621,109.644,109.971,109.93,109.953,109.994,110.2458552497
358834.34576,524336.96754,25.9519213958343,18.556344307395,15.5010650941708,17.2210633440028,9.76051473795925,7.55120256948351,0.688,0.320929470314152,107.048994226539,106.986753619052,109.645,109.969,109.93,109.952,109.991,110.2327471967
358834.63498,524337.10642,27.0800023137979,18.9116416895966,15.6671081393359,17.4788416682614,9.81709539982343,7.54635687210501,0.698,0.338764112162291,107.532976134503,107.317347534173,109.641,109.966,109.929,109.95,109.988,110.2435688073
358834.92026,524337.2624,27.7124103735413,19.1210149104949,15.7967648229936,17.6293285232247,9.81175241303127,7.52437197356224,0.705,0.341824669967221,107.859523520225,107.65497204096,109.637,109.963,109.928,109.948,109.985,110.2358685015
358835.2037,524337.44139,28.2507750362751,19.3380904041621,15.9279143139588,17.7590350357635,9.74181851616018,7.51906921666837,0.715,0.344918763304668,108.234135837738,108.003932962281,109.632,109.961,109.927,109.947,109.984,110.2365158001
358835.48532,524337.62114,28.4346984751405,19.4479520529831,15.9797945227602,17.7939314546413,9.68622145278725,7.5248190438409,0.722,0.344044378534884,108.450712736304,108.351701225842,109.628,109.959,109.926,109.945,109.981,110.21398369
358835.75863,524337.81006,28.7061517241145,19.6487783661013,16.06022413897,17.826971178028,9.62635313527058,7.53580750069174,0.722,0.362175485106227,108.784671153322,108.695880698232,109.624,109.957,109.925,109.943,109.978,110.2235616716
358836.02119,524338.02356,28.8652743644784,19.8574583298954,16.1660820592651,17.7919970548397,9.56250293899607,7.57234841110574,0.723,0.377224569891366,109.269329669538,109.040233067954,109.618,109.954,109.924,109.941,109.974,110.2320265034
